PID,B,L,H,Bx,Ly,ReF,MCODE1,MCODE2,MCODE3
137,0,0,28.0262,-11.506,167.7215,1,0,0,0
138,0,0,28.0424,-12.7073,167.7236,1,0,0,0
139,0,0,28.0714,-13.9273,167.7297,1,0,0,0
140,0,0,28.1088,-15.1417,167.7268,1,0,0,0
141,0,0,28.1451,-16.3524,167.7148,1,0,0,0
142,0,0,28.1715,-17.5759,167.691,1,0,0,0
143,0,0,28.1813,-18.7945,167.6888,1,0,0,0
144,0,0,28.1987,-20.0194,167.6827,1,0,0,0
145,0,0,28.2149,-21.2362,167.6824,1,0,0,0
146,0,0,28.2424,-22.4631,167.6894,1,0,0,0
147,0,0,28.3174,-23.685,167.6841,1,0,0,0
148,0,0,28.3398,-24.8944,167.6699,1,0,0,0
149,0,0,28.3712,-26.1219,167.6682,1,0,0,0
150,0,0,28.4005,-27.3458,167.6717,1,0,0,0
151,0,0,28.4445,-28.5936,167.6663,1,0,0,0
152,0,0,28.4689,-29.8449,167.6711,1,0,0,0
153,0,0,28.4981,-31.0905,167.676,1,0,0,0
154,0,0,28.5359,-32.3761,167.6901,1,0,0,0
155,0,0,28.5483,-33.6534,167.6949,1,0,0,0
156,0,0,28.6066,-34.925,167.7006,1,0,0,0
157,0,0,28.6488,-36.1864,167.7161,1,0,0,0
158,0,0,28.6815,-37.4901,167.732,1,0,0,0
159,0,0,28.7319,-38.7885,167.7314,1,0,0,0
160,0,0,28.7701,-40.0704,167.7424,1,0,0,0
161,0,0,28.8124,-41.3659,167.7607,1,0,0,0
162,0,0,28.8691,-42.6782,167.7751,1,0,0,0
163,0,0,28.9204,-43.9329,167.7989,1,0,0,0
164,0,0,28.9632,-45.1957,167.7938,1,0,0,0
165,0,0,29.0166,-46.4832,167.7917,1,0,0,0
166,0,0,29.0403,-47.7615,167.8032,1,0,0,0
167,0,0,29.0709,-49.0557,167.7844,1,0,0,0
168,0,0,29.1236,-50.326,167.7678,1,0,0,0
169,0,0,29.1846,-51.6512,167.7658,1,0,0,0
170,0,0,29.2058,-52.9376,167.7576,1,0,0,0
171,0,0,29.2413,-54.1812,167.7425,1,0,0,0
172,0,0,29.2792,-55.4141,167.7341,1,0,0,0
173,0,0,29.2885,-56.6701,167.7348,1,0,0,0
174,0,0,29.3213,-57.9206,167.7179,1,0,0,0
175,0,0,29.3455,-59.1774,167.7071,1,0,0,0
176,0,0,29.4132,-60.4025,167.6957,1,0,0,0
177,0,0,29.4982,-61.6344,167.6556,1,0,0,0
178,0,0,29.5678,-62.8807,167.6339,1,0,0,0
179,0,0,29.5758,-64.1326,167.6363,1,0,0,0
180,0,0,29.6216,-65.3631,167.6011,1,0,0,0
181,0,0,29.7087,-66.5459,167.5881,1,0,0,0
182,0,0,29.7514,-67.6563,167.5708,1,0,0,0
183,0,0,29.8096,-68.7546,167.5664,1,0,0,0
184,0,0,29.8426,-69.7998,167.5794,1,0,0,0
185,0,0,29.8974,-70.8092,167.5394,1,0,0,0
186,0,0,29.9647,-72.1549,167.526,1,0,0,0
187,0,0,29.9394,-73.43,167.577,1,0,0,0
189,0,0,30.0275,-75.697,167.7728,1,0,0,0
190,0,0,30.1617,-77.0313,167.9917,1,0,0,0
191,0,0,30.3626,-78.087,168.2441,1,0,0,0
192,0,0,30.3001,-79.2891,168.7765,1,0,0,0
193,0,0,30.5838,-80.2093,169.1686,1,0,0,0
194,0,0,30.5906,-81.294,169.8471,1,0,0,0
195,0,0,30.5302,-82.0534,170.5037,1,0,0,0
196,0,0,30.662,-82.9293,171.3511,1,0,0,0
197,0,0,31.081,-83.6648,172.2589,1,0,0,0
230,0,0,31.6288,-83.0591,174.901,1,0,0,0
231,0,0,31.1273,-82.2744,174.0592,1,0,0,0
232,0,0,31.0761,-81.4835,173.3488,1,0,0,0
233,0,0,30.924,-80.4603,172.7175,1,0,0,0
234,0,0,30.8121,-79.5305,172.2888,1,0,0,0
235,0,0,30.7002,-78.3923,171.9828,1,0,0,0
236,0,0,30.6746,-77.1381,171.6897,1,0,0,0
237,0,0,30.6011,-76.0894,171.585,1,0,0,0
238,0,0,30.5349,-74.9457,171.4965,1,0,0,0
239,0,0,30.4998,-73.7906,171.4605,1,0,0,0
240,0,0,30.4856,-72.5577,171.4811,1,0,0,0
241,0,0,30.434,-71.2682,171.5325,1,0,0,0
242,0,0,30.3767,-69.9926,171.563,1,0,0,0
243,0,0,30.3623,-68.6784,171.5975,1,0,0,0
244,0,0,30.3256,-67.3256,171.6184,1,0,0,0
245,0,0,30.2619,-65.947,171.6587,1,0,0,0
246,0,0,30.2175,-64.5488,171.6995,1,0,0,0
247,0,0,30.1994,-63.1395,171.7249,1,0,0,0
248,0,0,30.1416,-61.6845,171.7759,1,0,0,0
249,0,0,30.0882,-60.2164,171.7844,1,0,0,0
272,0,0,29.2303,-33.9655,171.7665,1,0,0,0
273,0,0,29.1975,-32.8506,171.7424,1,0,0,0
274,0,0,29.1943,-31.7451,171.7117,1,0,0,0
275,0,0,29.1729,-30.6503,171.6979,1,0,0,0
276,0,0,29.12,-29.5665,171.7025,1,0,0,0
277,0,0,29.0893,-28.4934,171.6814,1,0,0,0
278,0,0,29.0616,-27.4282,171.6628,1,0,0,0
279,0,0,29.0141,-26.3589,171.6626,1,0,0,0
280,0,0,28.9871,-25.3005,171.6545,1,0,0,0
281,0,0,28.9715,-24.2202,171.6487,1,0,0,0
282,0,0,28.9372,-23.1697,171.6619,1,0,0,0
283,0,0,28.9041,-22.1628,171.662,1,0,0,0
284,0,0,28.8706,-20.6643,171.6685,1,0,0,0
285,0,0,28.8306,-19.217,171.6831,1,0,0,0
286,0,0,28.8034,-17.8148,171.7017,1,0,0,0
287,0,0,28.7811,-16.4249,171.7066,1,0,0,0
288,0,0,28.7577,-15.0549,171.7475,1,0,0,0
292,0,0,28.621,-9.9888,171.5374,1,0,0,0
293,0,0,28.5842,-8.8309,171.3464,1,0,0,0
294,0,0,28.5141,-7.6842,171.0832,1,0,0,0
295,0,0,28.4353,-6.5962,170.7352,1,0,0,0
296,0,0,28.3642,-5.5112,170.3178,1,0,0,0
297,0,0,28.2532,-4.4546,169.8205,1,0,0,0
298,0,0,28.1444,-3.4224,169.2485,1,0,0,0
299,0,0,27.9881,-2.4409,168.5442,1,0,0,0
300,0,0,27.9264,-1.4227,167.8447,1,0,0,0
301,0,0,27.7475,-0.5419,166.9687,1,0,0,0
302,0,0,27.613,0.368,165.936,1,0,0,0
303,0,0,27.369,1.006,164.978,1,0,0,0
304,0,0,27.272,1.538,163.831,1,0,0,0
305,0,0,27.157,2.029,162.763,1,0,0,0
306,0,0,27.01,2.3989,161.6539,1,0,0,0
307,0,0,26.9242,2.7105,160.4606,1,0,0,0
308,0,0,26.7494,2.9909,159.2762,1,0,0,0
309,0,0,26.5323,3.2407,157.9467,1,0,0,0
310,0,0,26.3076,3.4145,156.6117,1,0,0,0
311,0,0,26.0695,3.5376,155.2191,1,0,0,0
312,0,0,25.8374,3.6208,153.7732,1,0,0,0
313,0,0,25.6,3.75,152.305,1,0,0,0
375,0,0,13.4963,4.0335,80.915,1,0,0,0
376,0,0,13.297,4.1804,79.9184,1,0,0,0
377,0,0,13.046,4.4055,78.4466,1,0,0,0
378,0,0,12.8497,4.5676,77.4276,1,0,0,0
379,0,0,12.6708,4.7318,76.3991,1,0,0,0
380,0,0,12.4348,5.0471,74.9898,1,0,0,0
381,0,0,12.1798,5.3575,73.6478,1,0,0,0
382,0,0,11.9295,5.68,72.2908,1,0,0,0
383,0,0,11.6861,5.996,70.9996,1,0,0,0
384,0,0,11.4577,6.2648,69.7708,1,0,0,0
385,0,0,11.2435,6.5475,68.6293,1,0,0,0
386,0,0,11.0526,6.7485,67.5815,1,0,0,0
387,0,0,10.8051,6.957,66.3039,1,0,0,0
388,0,0,10.604,7.1242,65.1295,1,0,0,0
389,0,0,10.4054,7.2625,63.9088,1,0,0,0
390,0,0,10.199,7.3502,62.7708,1,0,0,0
391,0,0,10.006,7.4056,61.7045,1,0,0,0
395,0,0,22.902,-4.133,134.303,1,0,0,0
396,0,0,23.0701,-4.1307,135.3823,1,0,0,0
397,0,0,23.2489,-4.1419,136.3947,1,0,0,0
398,0,0,23.402,-4.0881,137.4074,1,0,0,0
399,0,0,23.5649,-3.9809,138.4143,1,0,0,0
400,0,0,23.7098,-3.7269,139.3904,1,0,0,0
401,0,0,23.8877,-3.3824,140.4455,1,0,0,0
402,0,0,24.0539,-2.9146,141.5209,1,0,0,0
403,0,0,24.2057,-2.4217,142.5148,1,0,0,0
404,0,0,24.3604,-1.8371,143.5959,1,0,0,0
405,0,0,24.4981,-1.3634,144.559,1,0,0,0
406,0,0,24.6439,-0.9328,145.5652,1,0,0,0
407,0,0,24.7966,-0.5578,146.5872,1,0,0,0
408,0,0,24.9756,-0.2343,147.6482,1,0,0,0
409,0,0,25.147,0.0063,148.7136,1,0,0,0
410,0,0,25.2898,0.1626,149.7571,1,0,0,0
411,0,0,10.3,-0.485,61.902,1,0,0,0
412,0,0,25.554,0.277,151.79,1,0,0,0
413,0,0,25.731,0.303,152.846,1,0,0,0
414,0,0,25.872,0.299,153.847,1,0,0,0
415,0,0,26.035,0.3011,154.9297,1,0,0,0
416,0,0,26.1882,0.232,155.9492,1,0,0,0
417,0,0,26.3866,0.0899,157.1089,1,0,0,0
418,0,0,26.5284,-0.0863,158.1278,1,0,0,0
419,0,0,26.7128,-0.3771,159.1296,1,0,0,0
420,0,0,26.8783,-0.7737,160.2003,1,0,0,0
421,0,0,27.0638,-1.2615,161.3036,1,0,0,0
422,0,0,27.1559,-1.8315,162.1752,1,0,0,0
423,0,0,27.2559,-2.5186,163.0647,1,0,0,0
424,0,0,27.3843,-3.3334,163.9138,1,0,0,0
425,0,0,27.4311,-4.1977,164.6615,1,0,0,0
426,0,0,27.531,-4.9706,165.3079,1,0,0,0
427,0,0,27.6517,-5.9141,165.8723,1,0,0,0
428,0,0,27.7013,-6.9898,166.2603,1,0,0,0
429,0,0,27.7655,-7.9495,166.6184,1,0,0,0
430,0,0,27.8298,-9.1975,166.9169,1,0,0,0
431,0,0,27.8914,-10.2003,167.106,1,0,0,0
432,0,0,27.9372,-11.2213,167.2068,1,0,0,0
433,0,0,27.968,-12.254,167.347,1,0,0,0
525,0,0,30.0434,-57.4145,171.8302,1,0,0,0
526,0,0,29.9947,-55.9368,171.8343,1,0,0,0
527,0,0,29.9529,-54.4627,171.8089,1,0,0,0
528,0,0,29.8896,-53.0208,171.8072,1,0,0,0
529,0,0,29.8193,-51.6,171.8026,1,0,0,0
530,0,0,29.7747,-50.2195,171.7961,1,0,0,0
531,0,0,29.7449,-48.8626,171.7885,1,0,0,0
532,0,0,29.7017,-47.5126,171.7765,1,0,0,0
533,0,0,29.6415,-46.2179,171.7958,1,0,0,0
534,0,0,29.6018,-44.9823,171.7827,1,0,0,0
535,0,0,29.5716,-43.779,171.7849,1,0,0,0
536,0,0,29.5372,-42.627,171.7841,1,0,0,0
537,0,0,29.4961,-41.4548,171.7799,1,0,0,0
538,0,0,29.4489,-40.3432,171.7845,1,0,0,0
539,0,0,29.4163,-39.2613,171.779,1,0,0,0
540,0,0,29.3872,-38.1843,171.7679,1,0,0,0
541,0,0,29.3622,-37.1145,171.7637,1,0,0,0
542,0,0,29.3367,-36.0889,171.76,1,0,0,0
543,0,0,29.3075,-34.7698,171.7565,1,0,0,0
562,0,0,28.7053,-11.2323,171.7623,1,0,0,0
563,0,0,28.6708,-9.9582,171.7675,1,0,0,0
564,0,0,28.6556,-8.6255,171.7578,1,0,0,0
565,0,0,28.622,-7.2489,171.7455,1,0,0,0
566,0,0,28.5988,-5.8365,171.7563,1,0,0,0
567,0,0,28.583,-4.3989,171.7452,1,0,0,0
568,0,0,28.562,-2.8965,171.7393,1,0,0,0
569,0,0,28.5299,-1.4103,171.732,1,0,0,0
570,0,0,28.5208,0.0687,171.7234,1,0,0,0
571,0,0,28.514,1.5699,171.6924,1,0,0,0
572,0,0,28.4643,2.6042,171.6836,1,0,0,0
573,0,0,28.4317,3.6326,171.6853,1,0,0,0
574,0,0,28.4326,4.6679,171.6693,1,0,0,0
575,0,0,28.4386,5.7348,171.6495,1,0,0,0
576,0,0,28.4539,6.7805,171.6264,1,0,0,0
577,0,0,28.438,7.8325,171.6215,1,0,0,0
578,0,0,28.386,8.8966,171.6178,1,0,0,0
579,0,0,28.3724,9.9346,171.6058,1,0,0,0
580,0,0,28.3722,10.9434,171.5779,1,0,0,0
581,0,0,28.3847,11.9682,171.5497,1,0,0,0
582,0,0,28.3513,13.0158,171.5552,1,0,0,0
583,0,0,28.3143,14.0701,171.5507,1,0,0,0
584,0,0,28.2926,15.1255,171.5339,1,0,0,0
585,0,0,28.3001,16.1748,171.5006,1,0,0,0
586,0,0,28.2931,17.2314,171.4904,1,0,0,0
587,0,0,28.2647,18.2923,171.4895,1,0,0,0
588,0,0,28.223,19.3727,171.4822,1,0,0,0
589,0,0,28.2044,20.4646,171.4682,1,0,0,0
590,0,0,28.1734,21.5747,171.4566,1,0,0,0
591,0,0,28.1461,22.6758,171.4302,1,0,0,0
592,0,0,28.1105,23.8007,171.4171,1,0,0,0
593,0,0,28.0753,24.9302,171.3989,1,0,0,0
594,0,0,28.0296,26.0613,171.3754,1,0,0,0
595,0,0,28.0013,27.1917,171.3526,1,0,0,0
596,0,0,27.9664,28.3235,171.335,1,0,0,0
597,0,0,27.9353,29.4667,171.3249,1,0,0,0
598,0,0,27.8921,30.5956,171.3042,1,0,0,0
599,0,0,27.8583,31.7233,171.287,1,0,0,0
600,0,0,27.8188,32.8727,171.2697,1,0,0,0
602,0,0,27.7541,35.1723,171.226,1,0,0,0
603,0,0,27.7061,36.3277,171.2155,1,0,0,0
604,0,0,27.6757,37.4618,171.1959,1,0,0,0
605,0,0,27.6259,38.6136,171.1866,1,0,0,0
606,0,0,27.5749,39.7838,171.1668,1,0,0,0
607,0,0,27.544,40.9574,171.1446,1,0,0,0
608,0,0,27.5038,42.1447,171.1295,1,0,0,0
609,0,0,27.4579,43.3343,171.1251,1,0,0,0
610,0,0,27.4289,44.5293,171.1053,1,0,0,0
611,0,0,27.386,45.7341,171.0884,1,0,0,0
612,0,0,27.3351,46.92,171.0604,1,0,0,0
613,0,0,27.3102,48.0943,171.0386,1,0,0,0
614,0,0,27.27,49.2621,171.0338,1,0,0,0
615,0,0,27.2389,50.4447,171.0234,1,0,0,0
616,0,0,27.1956,51.6256,171.0043,1,0,0,0
617,0,0,27.1696,52.8301,170.9872,1,0,0,0
618,0,0,27.1302,54.0131,170.9683,1,0,0,0
619,0,0,27.1046,55.1592,170.9583,1,0,0,0
620,0,0,27.0718,56.2703,170.9597,1,0,0,0
621,0,0,27.038,57.393,170.9505,1,0,0,0
622,0,0,26.9847,58.51,170.9475,1,0,0,0
623,0,0,26.9419,59.5937,170.9503,1,0,0,0
624,0,0,26.9189,60.6743,170.9538,1,0,0,0
625,0,0,26.8783,61.743,170.9507,1,0,0,0
626,0,0,26.8438,62.7993,170.9395,1,0,0,0
627,0,0,26.8116,63.8475,170.9398,1,0,0,0
628,0,0,26.7709,64.8927,170.9353,1,0,0,0
629,0,0,26.7318,65.9403,170.9289,1,0,0,0
630,0,0,26.7016,66.9686,170.9236,1,0,0,0
631,0,0,26.6828,67.9845,170.9224,1,0,0,0
632,0,0,26.6507,69.0065,170.9292,1,0,0,0
633,0,0,26.6089,70.0234,170.9214,1,0,0,0
634,0,0,26.5598,71.5188,170.9111,1,0,0,0
635,0,0,26.5263,72.5248,170.8976,1,0,0,0
636,0,0,26.5006,73.5267,170.8911,1,0,0,0
637,0,0,26.452,75.0207,170.8839,1,0,0,0
638,0,0,26.4192,76.043,170.884,1,0,0,0
639,0,0,26.3939,77.0814,170.8738,1,0,0,0
640,0,0,26.3543,78.1388,170.8668,1,0,0,0
641,0,0,26.318,79.1807,170.8693,1,0,0,0
642,0,0,26.2949,80.2072,170.8699,1,0,0,0
643,0,0,26.2584,81.2622,170.8635,1,0,0,0
644,0,0,26.2338,82.3446,170.8417,1,0,0,0
645,0,0,26.1911,83.3885,170.8475,1,0,0,0
646,0,0,26.1601,84.4314,170.8528,1,0,0,0
647,0,0,26.128,85.464,170.8551,1,0,0,0
648,0,0,26.0966,86.5049,170.8687,1,0,0,0
649,0,0,26.0746,87.5334,170.8728,1,0,0,0
650,0,0,26.0394,88.5671,170.8772,1,0,0,0
651,0,0,25.9859,89.5949,170.889,1,0,0,0
652,0,0,25.9624,90.6089,170.8993,1,0,0,0
653,0,0,25.9333,91.6375,170.9157,1,0,0,0
654,0,0,25.8944,92.6625,170.9191,1,0,0,0
655,0,0,25.8494,93.6862,170.9304,1,0,0,0
656,0,0,25.8348,94.7176,170.938,1,0,0,0
657,0,0,25.7961,95.7295,170.9258,1,0,0,0
658,0,0,25.7813,96.7331,170.9129,1,0,0,0
659,0,0,25.7561,97.7487,170.8964,1,0,0,0
660,0,0,25.7252,98.7503,170.8563,1,0,0,0
661,0,0,25.682,100.2384,170.7765,1,0,0,0
662,0,0,25.6411,101.7145,170.6532,1,0,0,0
663,0,0,25.6112,103.1324,170.4683,1,0,0,0
664,0,0,25.5651,104.5693,170.2657,1,0,0,0
665,0,0,25.5282,105.9299,169.9792,1,0,0,0
666,0,0,25.4836,107.2326,169.6652,1,0,0,0
667,0,0,25.4334,108.5919,169.2647,1,0,0,0
668,0,0,25.3445,109.9005,168.8527,1,0,0,0
669,0,0,25.2752,111.1739,168.4044,1,0,0,0
670,0,0,25.2051,112.3805,167.9491,1,0,0,0
671,0,0,25.1506,113.5981,167.4646,1,0,0,0
672,0,0,25.0721,114.8022,166.9721,1,0,0,0
673,0,0,25.0248,115.9612,166.5049,1,0,0,0
674,0,0,25.0311,117.1189,166.0434,1,0,0,0
675,0,0,25.0068,118.2667,165.6087,1,0,0,0
676,0,0,24.9904,119.3903,165.1899,1,0,0,0
677,0,0,25.0013,120.4713,164.7837,1,0,0,0
678,0,0,24.981,121.5336,164.4185,1,0,0,0
679,0,0,24.9892,122.6116,164.0942,1,0,0,0
680,0,0,25.0114,123.6194,163.7733,1,0,0,0
681,0,0,25.0325,124.5952,163.5099,1,0,0,0
682,0,0,25.049,125.781,163.2362,1,0,0,0
683,0,0,25.0887,126.8587,162.9711,1,0,0,0
684,0,0,25.1111,128.0394,162.7443,1,0,0,0
685,0,0,25.1496,129.0479,162.5537,1,0,0,0
686,0,0,25.1592,130.0467,162.371,1,0,0,0
687,0,0,25.1829,131.1049,162.2042,1,0,0,0
688,0,0,25.203,132.2018,162.0795,1,0,0,0
689,0,0,25.2391,133.2446,161.9677,1,0,0,0
690,0,0,25.2564,134.3388,161.8637,1,0,0,0
691,0,0,25.2525,135.4912,161.7777,1,0,0,0
692,0,0,25.2907,136.6445,161.719,1,0,0,0
693,0,0,25.328,137.8317,161.6781,1,0,0,0
694,0,0,25.3032,138.8633,161.6849,1,0,0,0
695,0,0,25.2735,139.9096,161.699,1,0,0,0
696,0,0,25.2562,141.0801,161.7391,1,0,0,0
697,0,0,25.2431,142.0898,161.7799,1,0,0,0
698,0,0,25.2226,143.1889,161.8568,1,0,0,0
699,0,0,25.2354,144.3698,161.9476,1,0,0,0
700,0,0,25.2234,145.6237,162.0893,1,0,0,0
701,0,0,25.2125,146.7152,162.2094,1,0,0,0
702,0,0,25.2145,147.8597,162.3677,1,0,0,0
703,0,0,25.2243,149.0453,162.54,1,0,0,0
704,0,0,25.2203,150.269,162.7421,1,0,0,0
705,0,0,25.2339,151.5298,162.9849,1,0,0,0
706,0,0,25.2672,152.824,163.222,1,0,0,0
707,0,0,25.2786,153.8209,163.4236,1,0,0,0
708,0,0,25.2977,154.8734,163.6414,1,0,0,0
709,0,0,25.3281,155.954,163.8668,1,0,0,0
710,0,0,25.3475,157.1006,164.0809,1,0,0,0
711,0,0,25.3462,158.2632,164.3073,1,0,0,0
712,0,0,25.3603,159.4611,164.518,1,0,0,0
713,0,0,25.3592,160.6961,164.7289,1,0,0,0
714,0,0,25.377,161.9646,164.9695,1,0,0,0
715,0,0,25.378,163.2497,165.2012,1,0,0,0
716,0,0,25.3759,164.5568,165.4032,1,0,0,0
717,0,0,25.3944,165.878,165.5966,1,0,0,0
718,0,0,25.4175,167.2082,165.7795,1,0,0,0
719,0,0,25.3906,168.5484,165.9313,1,0,0,0
720,0,0,25.3815,169.867,166.0791,1,0,0,0
721,0,0,25.3806,171.1788,166.1786,1,0,0,0
722,0,0,25.3773,172.4676,166.2758,1,0,0,0
723,0,0,25.3725,173.7562,166.3516,1,0,0,0
724,0,0,25.3499,175.0187,166.4227,1,0,0,0
725,0,0,25.2958,176.2625,166.4758,1,0,0,0
726,0,0,25.2677,177.4673,166.5239,1,0,0,0
727,0,0,25.2363,178.6919,166.5652,1,0,0,0
728,0,0,25.2371,179.9325,166.5824,1,0,0,0
729,0,0,25.2525,181.1973,166.6229,1,0,0,0
730,0,0,25.1632,182.5058,166.6385,1,0,0,0
731,0,0,25.0706,183.8721,166.6705,1,0,0,0
732,0,0,25.0055,185.2614,166.682,1,0,0,0
733,0,0,25.0021,186.6651,166.6755,1,0,0,0
734,0,0,24.9886,187.9908,166.6838,1,0,0,0
735,0,0,24.9795,189.2609,166.6574,1,0,0,0
736,0,0,24.9717,190.5034,166.6421,1,0,0,0
737,0,0,24.944,191.6692,166.6331,1,0,0,0
738,0,0,24.9226,192.8268,166.6289,1,0,0,0
739,0,0,24.8934,193.9095,166.6145,1,0,0,0
740,0,0,24.8829,195.0061,166.6142,1,0,0,0
741,0,0,24.8679,196.0329,166.5936,1,0,0,0
742,0,0,24.8229,197.325,166.5776,1,0,0,0
743,0,0,24.9006,198.5846,166.5367,1,0,0,0
744,0,0,24.9016,199.8671,166.5224,1,0,0,0
745,0,0,24.8579,200.9066,166.5264,1,0,0,0
746,0,0,24.8591,202.0035,166.5096,1,0,0,0
747,0,0,24.7952,203.086,166.5105,1,0,0,0
748,0,0,24.7316,204.2834,166.485,1,0,0,0
749,0,0,24.6796,205.5054,166.4748,1,0,0,0
750,0,0,24.6661,206.7887,166.4428,1,0,0,0
751,0,0,24.6229,208.0761,166.4338,1,0,0,0
752,0,0,24.6006,209.4189,166.425,1,0,0,0
753,0,0,24.5662,210.7856,166.3864,1,0,0,0
754,0,0,24.5383,212.1595,166.3804,1,0,0,0
755,0,0,24.5041,213.5551,166.3643,1,0,0,0
756,0,0,24.4627,214.9972,166.3689,1,0,0,0
757,0,0,24.4448,216.4573,166.3583,1,0,0,0
758,0,0,24.4041,217.9058,166.3596,1,0,0,0
759,0,0,24.3567,219.3868,166.3641,1,0,0,0
760,0,0,24.3187,220.8522,166.3506,1,0,0,0
761,0,0,24.2944,222.2776,166.3471,1,0,0,0
762,0,0,24.2652,223.6855,166.3534,1,0,0,0
763,0,0,24.2209,225.1053,166.3569,1,0,0,0
764,0,0,24.1744,226.4645,166.3711,1,0,0,0
765,0,0,24.1328,227.7884,166.3816,1,0,0,0
766,0,0,24.1225,229.0919,166.4092,1,0,0,0
767,0,0,24.0789,230.3806,166.4274,1,0,0,0
768,0,0,24.042,231.6976,166.4533,1,0,0,0
769,0,0,24.0222,232.9688,166.4864,1,0,0,0
770,0,0,24.0111,234.2211,166.5021,1,0,0,0
771,0,0,23.9653,235.4661,166.5169,1,0,0,0
772,0,0,23.9276,236.6888,166.5017,1,0,0,0
773,0,0,23.8887,237.9197,166.4745,1,0,0,0
774,0,0,23.858,239.1191,166.3908,1,0,0,0
775,0,0,23.7583,240.2851,166.231,1,0,0,0
776,0,0,23.6672,241.4185,166.0413,1,0,0,0
777,0,0,23.5949,242.4674,165.7751,1,0,0,0
778,0,0,23.5374,243.5215,165.4547,1,0,0,0
779,0,0,23.4486,244.452,165.0484,1,0,0,0
780,0,0,23.3487,245.397,164.5363,1,0,0,0
781,0,0,23.201,246.4251,163.7411,1,0,0,0
782,0,0,22.9807,247.2735,162.8313,1,0,0,0
783,0,0,22.8286,248.1111,161.9072,1,0,0,0
784,0,0,22.6255,248.7981,160.8199,1,0,0,0
785,0,0,22.487,249.1374,159.8539,1,0,0,0
786,0,0,22.3036,249.5098,158.6495,1,0,0,0
787,0,0,22.1089,249.7054,157.4876,1,0,0,0
788,0,0,21.9638,249.7426,156.2867,1,0,0,0
789,0,0,21.8029,249.6183,155.1206,1,0,0,0
790,0,0,21.5939,249.2799,154.0094,1,0,0,0
791,0,0,21.441,248.8194,152.9429,1,0,0,0
792,0,0,21.3251,248.2317,151.9869,1,0,0,0
793,0,0,21.234,247.5357,151.2047,1,0,0,0
794,0,0,21.1446,246.7033,150.4694,1,0,0,0
795,0,0,21.0952,245.7576,149.8758,1,0,0,0
796,0,0,21.0594,244.7384,149.4475,1,0,0,0
797,0,0,21.0437,243.6918,149.2411,1,0,0,0
798,0,0,21.0796,242.5079,149.0719,1,0,0,0
799,0,0,21.0662,241.3439,149.1624,1,0,0,0
800,0,0,21.1326,240.1727,149.4079,1,0,0,0
801,0,0,21.2041,239.0387,149.8122,1,0,0,0
802,0,0,21.2984,237.9438,150.3809,1,0,0,0
