x,y,z,yaw,velocity,change_flag
-23.7128,-0.9431,-3.9221,0.0073,0,0
-22.6258,-0.9766,-3.7349,0.0115,4.4476,0
-21.5229,-1.0157,-3.5709,0.0129,6.4012,0
-20.3221,-1.0534,-3.3279,0.0215,8.1395,0
-19.0892,-1.0710,-3.1283,0.0295,9.5226,0
-18.0161,-1.0916,-2.9227,0.0400,10.4614,0
-16.8338,-1.0740,-2.7558,0.0485,10.2749,0
-15.6637,-1.0909,-2.5892,0.0526,11.1576,0
-14.4607,-1.0886,-2.3507,0.0557,10.6556,0
-13.2984,-1.0821,-2.1739,0.0569,10.3341,0
-12.1764,-1.0748,-2.0198,0.0579,10.0649,0
-11.0632,-1.0667,-1.8415,0.0588,9.9352,0
-10.0064,-1.0455,-1.6492,0.0601,9.1882,0
-8.9450,-1.0268,-1.4718,0.0635,9.5896,0
-7.9117,-1.0195,-1.3036,0.0653,9.1582,0
-6.8824,-1.0102,-1.1668,0.0672,8.8511,0
-5.6899,-0.9856,-0.9715,0.0685,8.3678,0
-4.6356,-0.9561,-0.7931,0.0694,6.8439,0
-3.5593,-0.9561,-0.6092,0.0705,5.0239,0
-2.5232,-0.9382,-0.4446,0.0714,4.6150,0
-1.4521,-0.9140,-0.2905,0.0651,4.4253,0
-0.3130,-0.9197,-0.0903,0.0542,6.8193,0
0.7963,-0.9094,0.0895,0.0308,6.9711,0
1.8384,-0.9002,0.2484,-0.0089,7.9818,0
2.9050,-1.0139,0.4227,-0.0749,7.9231,0
4.0176,-1.1857,0.5924,-0.1571,8.2249,0
5.1494,-1.5101,0.7959,-0.2518,8.7931,0
6.0857,-1.8725,0.9622,-0.3354,9.4478,0
7.0072,-2.3183,1.1257,-0.4302,9.2555,0
7.8962,-2.8798,1.2818,-0.5334,9.3381,0
8.8908,-3.6349,1.4716,-0.6680,9.0943,0
9.7353,-4.5213,1.6135,-0.8056,8.7836,0
10.4577,-5.4560,1.7861,-0.9380,8.2503,0
11.0106,-6.3884,1.9171,-1.0553,7.3101,0
11.4865,-7.3934,2.0102,-1.1692,6.1105,0
11.8422,-8.3454,2.0968,-1.2604,5.7221,0
12.0887,-9.3345,2.1759,-1.3307,4.6521,0
12.2609,-10.3329,2.2508,-1.3875,2.1690,0
12.3531,-11.3580,2.2953,-1.4261,3.4973,0
12.4632,-12.5048,2.3704,-1.4107,6.9085,0
12.5986,-13.6368,2.4062,-1.3770,9.0048,0
12.7606,-14.7524,2.4447,-1.3457,10.2405,0
12.9694,-16.0050,2.5115,-1.3294,11.8031,0
13.1368,-17.0456,2.5570,-1.3358,12.8613,0
13.3160,-18.1834,2.5922,-1.3516,13.9065,0
13.5032,-19.3555,2.6358,-1.3699,14.2881,0
13.6780,-20.6172,2.6958,-1.3853,15.5295,0
13.8216,-21.9636,2.7526,-1.4002,16.3556,0
13.9795,-23.3374,2.7980,-1.4169,16.6438,0
14.1109,-24.8002,2.8608,-1.4338,17.6611,0
14.2232,-26.2940,2.9046,-1.4497,17.7839,0
14.3079,-27.7897,2.9243,-1.4601,18.1077,0
14.3681,-28.8508,2.9396,-1.4624,19.1432,0
14.4189,-29.9570,2.9615,-1.4618,19.8688,0
