x,y,z,yaw,velocity,change_flag
131.7439,-4.0881,22.4396,0.0355,0,0
132.8288,-4.1179,22.6308,0.0803,5.2730,0
133.8398,-4.0678,22.7946,0.1405,6.9848,0
134.9326,-3.9268,22.9888,0.2099,8.6340,0
135.9962,-3.7269,23.1447,0.2748,10.1594,0
137.1483,-3.4032,23.3178,0.3422,11.2798,0
138.3554,-2.9928,23.5189,0.3886,11.7472,0
139.2990,-2.6528,23.6571,0.4061,11.9998,0
140.2477,-2.2919,23.8084,0.4021,12.2165,0
141.5098,-1.8584,24.0065,0.3803,12.0852,0
142.4832,-1.5304,24.1556,0.3566,12.1742,0
143.7315,-1.1486,24.3588,0.3168,11.5805,0
144.9875,-0.8232,24.5504,0.2703,11.5873,0
146.2271,-0.5945,24.7298,0.2219,11.1705,0
147.4451,-0.3836,24.9288,0.1800,11.0915,0
148.6538,-0.2300,25.1365,0.1452,10.9282,0
149.7875,-0.1277,25.2977,0.1175,9.6846,0
151.0022,-0.0426,25.4626,0.0931,7.8943,0
152.1220,0.0128,25.6192,0.0737,5.3831,0
153.2034,0.0327,25.7990,0.0629,4.2595,0
154.3367,0.0444,25.9493,0.0753,6.4580,0
155.3724,0.0719,26.1076,0.0956,8.0170,0
156.5671,0.1205,26.2895,0.1286,8.8490,0
157.5814,0.2118,26.4518,0.1660,9.4963,0
158.6692,0.3292,26.5825,0.2114,9.8948,0
159.7443,0.5241,26.7789,0.2629,10.0726,0
160.8541,0.7851,26.9363,0.3253,10.4523,0
161.9522,1.1164,27.1310,0.4017,10.3587,0
163.1275,1.6159,27.1601,0.4900,11.6343,0
164.1933,2.1324,27.4416,0.5853,10.7656,0
165.3015,2.8712,27.4438,0.6992,12.2947,0
166.0701,3.5226,27.4771,0.7839,12.6013,0
166.7621,4.3224,27.3955,0.8663,11.4606,0
167.7262,5.1868,27.6521,0.9864,11.4274,0
168.3715,6.3258,27.7638,1.0900,11.6859,0
168.8535,7.2345,27.8876,1.1661,12.5752,0
169.2712,8.2467,27.9662,1.2373,13.3921,0
169.6909,9.3515,28.0213,1.3037,14.6178,0
