PID,B,L,H,Bx,Ly,ReF,MCODE1,MCODE2,MCODE
137,,,18.2021,-5.6643,114.7938,1,,,
138,,,17.9461,-5.5509,113.4757,1,,,
139,,,17.7251,-5.4313,112.1442,1,,,
140,,,17.4915,-5.3088,110.8153,1,,,
141,,,17.255,-5.2107,109.4707,1,,,
142,,,17.0109,-5.1048,108.1379,1,,,
143,,,16.7804,-4.9931,106.7793,1,,,
144,,,16.5329,-4.8768,105.4083,1,,,
145,,,16.3091,-4.7627,104.0723,1,,,
146,,,16.0991,-4.6436,102.8254,1,,,
147,,,15.8995,-4.5232,101.583,1,,,
148,,,15.6943,-4.4023,100.3341,1,,,
149,,,15.4789,-4.2931,99.1184,1,,,
150,,,15.253,-4.173,97.9209,1,,,
151,,,15.0427,-4.0564,96.7294,1,,,
152,,,14.8364,-3.9565,95.5669,1,,,
153,,,14.6407,-3.8511,94.4397,1,,,
154,,,14.4784,-3.7535,93.3538,1,,,
155,,,14.3012,-3.6516,92.2954,1,,,
156,,,14.1359,-3.5539,91.295,1,,,
157,,,13.8993,-3.4218,89.9205,1,,,
158,,,13.674,-3.3003,88.634,1,,,
159,,,13.4868,-3.191,87.4826,1,,,
160,,,13.3132,-3.0913,86.4621,1,,,
161,,,13.1069,-2.9755,85.2831,1,,,
162,,,12.9003,-2.8628,84.1234,1,,,
163,,,12.7162,-2.7647,83.0226,1,,,
164,,,12.5542,-2.6771,81.9906,1,,,
165,,,12.3477,-2.578,80.8645,1,,,
166,,,12.1457,-2.4818,79.7323,1,,,
167,,,11.93,-2.3708,78.5836,1,,,
168,,,11.7923,-2.2828,77.586,1,,,
169,,,11.5976,-2.1773,76.4613,1,,,
170,,,11.3794,-2.0492,75.2206,1,,,
171,,,11.1274,-1.9283,73.8737,1,,,
172,,,10.9223,-1.7885,72.4303,1,,,
173,,,10.718,-1.7005,71.3872,1,,,
174,,,10.5179,-1.6237,70.2503,1,,,
175,,,10.3271,-1.5234,69.1641,1,,,
176,,,10.1901,-1.4059,68.0814,1,,,
177,,,10.0194,-1.3138,66.9386,1,,,
178,,,9.8304,-1.2128,65.7716,1,,,
179,,,9.6256,-1.1083,64.5846,1,,,
180,,,9.4481,-0.9825,63.3945,1,,,
181,,,9.2402,-0.8858,62.1697,1,,,
182,,,9.0467,-0.7811,60.9277,1,,,
183,,,8.8545,-0.6789,59.6858,1,,,
184,,,8.6453,-0.584,58.4316,1,,,
185,,,8.4568,-0.4826,57.1375,1,,,
186,,,8.264,-0.3695,55.8847,1,,,
187,,,8.0341,-0.2836,54.6171,1,,,
188,,,7.8259,-0.1929,53.3318,1,,,
189,,,7.6374,-0.0797,52.0498,1,,,
190,,,7.4307,0.0078,50.785,1,,,
191,,,7.2257,0.1151,49.5006,1,,,
192,,,7.0344,0.2148,48.183,1,,,
193,,,6.8211,0.3079,46.9117,1,,,
194,,,6.6021,0.4118,45.6189,1,,,
195,,,6.3922,0.5185,44.3028,1,,,
196,,,6.2148,0.6328,42.9695,1,,,
197,,,6.0092,0.7415,41.6356,1,,,
198,,,5.8251,0.8703,40.3163,1,,,
199,,,5.6346,0.9724,38.9897,1,,,
200,,,5.424,1.0989,37.6588,1,,,
201,,,5.2257,1.2337,36.3168,1,,,
202,,,5.0252,1.3325,34.979,1,,,
203,,,4.8245,1.4311,33.6615,1,,,
204,,,4.6421,1.5693,32.3479,1,,,
205,,,4.4477,1.671,31.0418,1,,,
206,,,4.2683,1.7815,29.7363,1,,,
207,,,4.1079,1.8739,28.4498,1,,,
208,,,3.9191,1.9765,27.1758,1,,,
209,,,3.7084,2.0706,25.9082,1,,,
210,,,3.5537,2.1329,24.6359,1,,,
211,,,3.3996,2.2198,23.4308,1,,,
212,,,3.2029,2.3083,22.2072,1,,,
213,,,3.0196,2.3063,20.9681,1,,,
214,,,2.8694,2.3694,19.7565,1,,,
215,,,2.7377,2.4074,18.5723,1,,,
216,,,2.5716,2.3952,17.4198,1,,,
217,,,2.3918,2.4128,16.2712,1,,,
218,,,2.2317,2.4575,15.1371,1,,,
219,,,2.0802,2.4398,14.045,1,,,
220,,,1.884,2.4378,12.9422,1,,,
221,,,1.7011,2.4492,11.863,1,,,
222,,,1.543,2.4552,10.7885,1,,,
223,,,1.3892,2.4412,9.7233,1,,,
224,,,1.2204,2.4255,8.679,1,,,
225,,,1.0387,2.4689,7.6605,1,,,
226,,,0.908,2.5,6.6546,1,,,
227,,,0.7718,2.4961,5.6366,1,,,
228,,,0.6227,2.5327,4.6165,1,,,
229,,,0.4126,2.6384,3.2031,1,,,
230,,,0.1616,2.7743,1.8297,1,,,
231,,,-0.0053,2.9553,0.4485,1,,,
232,,,-0.2656,3.2676,-0.9531,1,,,
233,,,-0.4863,3.6035,-2.2899,1,,,
234,,,-0.6181,3.9184,-3.2411,1,,,
235,,,-0.8605,4.4649,-4.3899,1,,,
236,,,-1.0716,5.0463,-5.3118,1,,,
237,,,-1.2436,5.6325,-6.4881,1,,,
238,,,-1.4383,6.3749,-7.6579,1,,,
239,,,-1.6015,7.1882,-8.77,1,,,
240,,,-1.8869,8.0632,-9.8704,1,,,
241,,,-1.9291,8.9387,-10.9914,1,,,
242,,,-2.1199,9.8334,-11.9484,1,,,
243,,,-2.2684,10.6518,-12.8738,1,,,
244,,,-2.3188,11.4308,-13.7976,1,,,
245,,,-2.4972,12.2069,-14.6573,1,,,
246,,,-2.6212,12.9383,-15.5063,1,,,
247,,,-2.843,13.5854,-16.352,1,,,
248,,,-2.8775,14.1754,-17.2925,1,,,
249,,,-3.0519,14.6705,-18.1921,1,,,
250,,,-3.2143,15.2865,-19.3303,1,,,
251,,,-3.3902,15.7471,-20.4922,1,,,
252,,,-3.4593,15.8239,-21.8324,1,,,
253,,,-3.5643,15.8674,-22.9631,1,,,
254,,,-3.7393,15.879,-23.9864,1,,,
255,,,-3.8416,15.4169,-25.0377,1,,,
256,,,-3.9828,14.9568,-25.9357,1,,,
257,,,-3.9243,14.3985,-26.9061,1,,,
258,,,-3.9575,13.5756,-27.5432,1,,,
259,,,-3.968,12.5895,-28.2307,1,,,
260,,,-3.9733,11.4359,-28.5962,1,,,
261,,,-3.9008,10.2985,-28.7613,1,,,
262,,,-3.9855,9.265,-28.6641,1,,,
263,,,-3.6048,8.1549,-28.5432,1,,,
264,,,-3.768,7.0431,-28.05,1,,,
265,,,-3.6661,5.9901,-27.3537,1,,,
266,,,-3.6242,5.08,-26.3983,1,,,
267,,,-3.5741,4.4399,-25.5809,1,,,
268,,,-3.4825,3.8344,-24.6412,1,,,
269,,,-3.3558,2.9964,-23.5441,1,,,
270,,,-3.2662,2.5804,-22.3601,1,,,
271,,,-3.1011,2.2519,-21.095,1,,,
272,,,-2.926,1.91,-19.7775,1,,,
273,,,-2.6985,1.6638,-18.4195,1,,,
274,,,-2.5501,1.4944,-16.9726,1,,,
275,,,-2.3703,1.4305,-15.5162,1,,,
276,,,-2.173,1.2754,-14.0368,1,,,
277,,,-2.0386,1.2315,-13.0311,1,,,
278,,,-1.8675,1.2132,-11.9983,1,,,
279,,,-1.7234,1.1664,-10.9108,1,,,
280,,,-1.5516,1.0898,-9.8227,1,,,
281,,,-1.4143,1.0165,-8.7316,1,,,
282,,,-1.2793,0.9323,-7.5941,1,,,
283,,,-1.1039,0.8445,-6.4516,1,,,
284,,,-0.9423,0.758,-5.3017,1,,,
285,,,-0.7586,0.6805,-4.1433,1,,,
286,,,-0.586,0.6029,-2.9808,1,,,
287,,,-0.3869,0.5429,-1.8188,1,,,
288,,,-0.2438,0.4749,-0.6303,1,,,
289,,,-0.065,0.378,0.5528,1,,,
290,,,0.1105,0.2893,1.7144,1,,,
291,,,0.2971,0.2186,2.8922,1,,,
292,,,0.492,0.1234,4.0399,1,,,
293,,,0.6583,0.042,5.2109,1,,,
294,,,0.8513,-0.0262,6.4098,1,,,
295,,,1.038,-0.1196,7.5802,1,,,
296,,,1.2174,-0.2253,8.7483,1,,,
297,,,1.3823,-0.3004,9.941,1,,,
298,,,1.566,-0.385,11.1131,1,,,
299,,,1.7877,-0.488,12.2557,1,,,
300,,,1.996,-0.5922,13.3847,1,,,
301,,,2.1471,-0.6696,14.551,1,,,
302,,,2.2816,-0.7739,15.6895,1,,,
303,,,2.4577,-0.9042,16.7908,1,,,
304,,,2.7173,-0.9283,18.2997,1,,,
305,,,2.8508,-0.9932,19.3193,1,,,
306,,,3.1403,-1.1766,20.662,1,,,
307,,,3.3015,-1.2053,22.1263,1,,,
308,,,3.5059,-1.3423,23.574,1,,,
309,,,3.7411,-1.4755,24.9668,1,,,
310,,,3.9734,-1.5771,26.3877,1,,,
311,,,4.1907,-1.7021,27.8473,1,,,
312,,,4.333,-1.7761,28.8524,1,,,
313,,,4.4772,-1.8732,29.8798,1,,,
314,,,4.6399,-1.9629,30.9255,1,,,
315,,,4.8137,-2.0438,31.9461,1,,,
316,,,4.9603,-2.1298,32.9925,1,,,
317,,,5.1187,-2.2206,34.0748,1,,,
318,,,5.2618,-2.3212,35.1672,1,,,
319,,,5.4146,-2.4111,36.2427,1,,,
320,,,5.5652,-2.4875,37.334,1,,,
321,,,5.7435,-2.57,38.4283,1,,,
322,,,5.9112,-2.6902,39.5301,1,,,
323,,,6.0911,-2.8056,40.6413,1,,,
324,,,6.2538,-2.8782,41.7502,1,,,
325,,,6.4198,-2.9605,42.8482,1,,,
326,,,6.6074,-3.0796,43.961,1,,,
327,,,6.7879,-3.2004,45.0706,1,,,
328,,,6.9572,-3.3067,46.1738,1,,,
329,,,7.103,-3.3733,47.2391,1,,,
330,,,7.2565,-3.4733,48.3169,1,,,
331,,,7.4538,-3.6011,49.3439,1,,,
332,,,7.6366,-3.7301,50.7888,1,,,
333,,,7.9295,-3.8277,52.1198,1,,,
334,,,8.1298,-3.9739,53.4278,1,,,
335,,,8.3057,-4.1041,54.6644,1,,,
336,,,8.4751,-4.2128,55.8001,1,,,
337,,,8.6685,-4.2854,56.8665,1,,,
338,,,8.8577,-4.4058,58.1685,1,,,
339,,,9.0695,-4.5221,59.34,1,,,
340,,,9.2259,-4.6249,60.3506,1,,,
341,,,9.3955,-4.7246,61.4103,1,,,
342,,,9.5794,-4.8283,62.5134,1,,,
343,,,9.7409,-4.9169,63.5111,1,,,
344,,,9.9006,-5.0258,64.6244,1,,,
345,,,10.0668,-5.1495,65.7197,1,,,
346,,,10.2717,-5.2549,66.86,1,,,
347,,,10.4298,-5.3068,67.8798,1,,,
348,,,10.592,-5.4451,69.0305,1,,,
349,,,10.7993,-5.5693,70.284,1,,,
350,,,11.0178,-5.6786,71.6658,1,,,
351,,,11.2744,-5.7966,73.125,1,,,
352,,,11.4522,-5.8762,74.1231,1,,,
353,,,11.6139,-5.9666,75.155,1,,,
354,,,11.7764,-6.0691,76.2397,1,,,
355,,,11.985,-6.1303,77.2646,1,,,
356,,,12.1906,-6.2485,78.3628,1,,,
357,,,12.3608,-6.3772,79.4665,1,,,
358,,,12.5318,-6.4531,80.6082,1,,,
359,,,12.7794,-6.5518,81.7514,1,,,
360,,,12.9796,-6.6636,82.9407,1,,,
361,,,13.1603,-6.763,84.1549,1,,,
362,,,13.3791,-6.8813,85.3612,1,,,
363,,,13.5957,-6.9911,86.6262,1,,,
364,,,13.7712,-7.1115,87.9277,1,,,
365,,,13.9831,-7.2292,89.2373,1,,,
366,,,14.2287,-7.3469,90.5413,1,,,
367,,,14.4592,-7.4689,91.8755,1,,,
368,,,14.6702,-7.5999,93.1991,1,,,
369,,,14.8835,-7.7257,94.5358,1,,,
370,,,15.1206,-7.871,95.9115,1,,,
371,,,15.3657,-7.9999,97.2941,1,,,
372,,,15.6112,-8.133,98.6855,1,,,
373,,,15.8718,-8.2763,100.0849,1,,,
374,,,16.0978,-8.4203,101.4879,1,,,
375,,,16.3584,-8.5442,102.9242,1,,,
376,,,16.6254,-8.6903,104.3392,1,,,
377,,,16.8552,-8.8207,105.7998,1,,,
378,,,17.1008,-8.9565,107.2844,1,,,
379,,,17.3732,-9.0948,108.7599,1,,,
380,,,17.6338,-9.225,110.2373,1,,,
381,,,17.8799,-9.346,111.7344,1,,,
382,,,18.1688,-9.4764,113.2234,1,,,
383,,,18.4214,-9.6059,114.7093,1,,,
384,,,18.6783,-9.7289,116.1989,1,,,
385,,,18.9429,-9.863,117.6886,1,,,
386,,,19.2189,-9.9929,119.2007,1,,,
387,,,19.5005,-10.1235,120.7376,1,,,
388,,,19.7673,-10.2411,122.2548,1,,,
389,,,20.0538,-10.3687,123.7815,1,,,
390,,,20.3194,-10.4949,125.3471,1,,,
391,,,20.5947,-10.6297,126.8878,1,,,
392,,,20.9038,-10.7416,128.3852,1,,,
393,,,21.1544,-10.8877,129.928,1,,,
394,,,21.4291,-11.0112,131.4375,1,,,
395,,,21.7115,-11.1389,132.9286,1,,,
396,,,21.983,-11.2741,134.4338,1,,,
397,,,22.2554,-11.411,135.9448,1,,,
398,,,22.5293,-11.5444,137.4629,1,,,
399,,,22.7956,-11.6869,138.9929,1,,,
400,,,23.0667,-11.8157,140.5032,1,,,
401,,,23.3463,-11.9552,141.9771,1,,,
402,,,23.631,-12.0887,143.4727,1,,,
403,,,23.8969,-12.2197,145.011,1,,,
404,,,24.155,-12.357,146.5375,1,,,
405,,,24.4443,-12.4983,148.0632,1,,,
406,,,24.7565,-12.6549,149.6579,1,,,
407,,,25.0475,-12.7863,151.2504,1,,,
408,,,25.3414,-12.9151,152.7543,1,,,
409,,,25.6389,-13.063,154.2245,1,,,
410,,,25.9196,-13.1904,155.741,1,,,
411,,,26.1789,-13.3222,157.2742,1,,,
412,,,26.471,-13.4539,158.774,1,,,
413,,,26.7509,-13.5751,160.2537,1,,,
414,,,27.0246,-13.7087,161.7217,1,,,
415,,,27.303,-13.8192,163.1922,1,,,
416,,,27.5732,-13.9215,164.6662,1,,,
417,,,27.8475,-14.0159,166.1253,1,,,
418,,,28.1052,-14.113,167.5819,1,,,
419,,,28.3817,-14.1751,169.0561,1,,,
420,,,28.6471,-14.2521,170.5383,1,,,
421,,,28.9033,-14.2996,171.973,1,,,
422,,,29.1582,-14.3359,173.4003,1,,,
423,,,29.4194,-14.3465,174.8356,1,,,
424,,,29.658,-14.3221,176.2854,1,,,
425,,,29.9007,-14.2846,177.7267,1,,,
426,,,30.1863,-14.2208,179.1606,1,,,
427,,,30.4126,-14.1134,180.5943,1,,,
428,,,30.6277,-13.9627,182.029,1,,,
429,,,30.8841,-13.805,183.4119,1,,,
430,,,31.1334,-13.6108,184.7931,1,,,
431,,,31.3273,-13.3904,186.2088,1,,,
432,,,31.5527,-13.1429,187.6019,1,,,
433,,,31.8136,-12.864,188.9798,1,,,
434,,,32.0255,-12.5561,190.3396,1,,,
435,,,32.2558,-12.2128,191.7176,1,,,
436,,,32.4784,-11.8451,193.0793,1,,,
437,,,32.6875,-11.4462,194.4257,1,,,
438,,,32.9001,-11.0075,195.7325,1,,,
439,,,33.0836,-10.5431,197.0477,1,,,
440,,,33.2857,-10.051,198.3423,1,,,
441,,,33.4945,-9.5441,199.6143,1,,,
442,,,33.6876,-9.008,200.8648,1,,,
443,,,33.8592,-8.4463,202.0935,1,,,
444,,,34.0593,-7.8837,203.2413,1,,,
445,,,34.2326,-7.3108,204.3453,1,,,
446,,,34.3772,-6.7174,205.4196,1,,,
447,,,34.5106,-6.1258,206.497,1,,,
448,,,34.6771,-5.5006,207.5432,1,,,
449,,,34.824,-4.8637,208.5381,1,,,
450,,,34.9393,-4.2277,209.522,1,,,
451,,,35.0544,-3.5886,210.4676,1,,,
452,,,35.1795,-2.9506,211.3821,1,,,
453,,,35.3015,-2.335,212.2437,1,,,
454,,,35.3809,-1.7212,213.0682,1,,,
455,,,35.5707,-0.8455,214.2508,1,,,
456,,,35.6694,-0.0246,215.2803,1,,,
457,,,35.8078,0.768,216.2461,1,,,
458,,,35.9111,1.4876,217.1111,1,,,
459,,,35.9732,2.1834,217.9231,1,,,
460,,,36.1127,3.0284,218.9022,1,,,
461,,,36.211,3.8366,219.7823,1,,,
462,,,36.3042,4.5259,220.564,1,,,
463,,,36.3746,5.2425,221.3696,1,,,
464,,,36.4737,5.9543,222.1277,1,,,
465,,,36.5794,6.6872,222.9185,1,,,
466,,,36.6816,7.4212,223.7302,1,,,
467,,,36.8024,8.2164,224.6422,1,,,
468,,,36.884,8.958,225.4949,1,,,
469,,,36.9813,9.6203,226.2548,1,,,
470,,,37.0761,10.3936,227.1421,1,,,
471,,,37.208,11.2516,228.137,1,,,
472,,,37.3411,12.1966,229.2303,1,,,
473,,,37.4329,12.8686,229.9941,1,,,
474,,,37.529,13.585,230.7883,1,,,
475,,,37.6354,14.3122,231.6036,1,,,
476,,,37.7271,15.0701,232.4545,1,,,
477,,,37.8139,15.8536,233.3491,1,,,
478,,,37.9093,16.6635,234.2459,1,,,
479,,,38.0064,17.4747,235.1472,1,,,
480,,,38.1116,18.3183,236.0745,1,,,
481,,,38.199,19.1923,237.0363,1,,,
482,,,38.3142,20.0806,238.0193,1,,,
483,,,38.4074,20.9851,238.9937,1,,,
484,,,38.5097,21.8686,239.9706,1,,,
485,,,38.6098,22.7676,240.9578,1,,,
486,,,38.6938,23.6999,241.9665,1,,,
487,,,38.7991,24.6305,242.9789,1,,,
488,,,38.9131,25.5895,243.9991,1,,,
489,,,39.0185,26.5434,245.0227,1,,,
490,,,39.1068,27.5067,246.0467,1,,,
491,,,39.2261,28.4919,247.0836,1,,,
492,,,39.3028,29.4974,248.1372,1,,,
493,,,39.4117,30.4808,249.1958,1,,,
494,,,39.5071,31.4903,250.2308,1,,,
495,,,39.5927,32.5145,251.294,1,,,
496,,,39.7014,33.5402,252.3596,1,,,
497,,,39.7808,34.561,253.4164,1,,,
498,,,39.8825,35.5923,254.4836,1,,,
499,,,39.9629,36.6155,255.528,1,,,
500,,,40.034,37.6317,256.5727,1,,,
501,,,40.1211,38.6797,257.6417,1,,,
502,,,40.2096,39.7274,258.7143,1,,,
503,,,40.3042,40.7739,259.8068,1,,,
504,,,40.4256,41.815,260.8732,1,,,
505,,,40.5088,42.8757,261.9596,1,,,
506,,,40.6089,43.9302,263.0463,1,,,
507,,,40.7025,45.0002,264.1467,1,,,
508,,,40.815,46.0778,265.2484,1,,,
509,,,40.9221,47.1396,266.3459,1,,,
510,,,41.0035,48.2217,267.4589,1,,,
511,,,41.1096,49.2901,268.5743,1,,,
512,,,41.2149,50.3504,269.6756,1,,,
513,,,41.3049,51.4091,270.7816,1,,,
514,,,41.4243,52.4868,271.9127,1,,,
515,,,41.5079,53.5647,273.0344,1,,,
516,,,41.6217,54.6276,274.1261,1,,,
517,,,41.7309,55.7038,275.2253,1,,,
518,,,41.8136,56.8068,276.293,1,,,
519,,,41.9117,57.9186,277.33,1,,,
520,,,41.9726,59.0341,278.3329,1,,,
521,,,42.0598,60.1793,279.3138,1,,,
522,,,42.1257,61.3518,280.257,1,,,
523,,,42.1653,62.5596,281.1545,1,,,
524,,,42.2223,63.7898,282.0369,1,,,
525,,,42.2743,65.0307,282.8635,1,,,
526,,,42.3287,66.2875,283.644,1,,,
527,,,42.3663,67.5862,284.4017,1,,,
528,,,42.396,68.9041,285.1121,1,,,
529,,,42.4173,70.2148,285.7942,1,,,
530,,,42.4333,71.5499,286.4171,1,,,
531,,,42.4696,72.8928,287.0209,1,,,
532,,,42.4737,74.2524,287.6065,1,,,
533,,,42.4854,75.6169,288.1404,1,,,
534,,,42.5042,76.9876,288.6526,1,,,
535,,,42.5171,78.3512,289.1358,1,,,
536,,,42.5118,79.7173,289.5701,1,,,
537,,,42.5238,81.0974,289.9748,1,,,
538,,,42.5227,82.4725,290.3398,1,,,
539,,,42.5176,83.8511,290.6679,1,,,
540,,,42.4965,85.2081,290.944,1,,,
541,,,42.4825,86.5689,291.1849,1,,,
542,,,42.4573,87.9251,291.3611,1,,,
543,,,42.4377,89.2657,291.5122,1,,,
544,,,42.4111,90.591,291.6247,1,,,
545,,,42.3599,91.9133,291.6877,1,,,
546,,,42.3061,93.2138,291.6893,1,,,
547,,,42.2384,94.4981,291.6647,1,,,
548,,,42.182,95.7605,291.6024,1,,,
549,,,42.0982,96.9985,291.4895,1,,,
550,,,42.026,98.2102,291.3327,1,,,
551,,,41.9646,99.3509,291.1502,1,,,
552,,,41.8773,100.4252,290.9471,1,,,
553,,,41.7927,101.4531,290.713,1,,,
554,,,41.7215,102.4245,290.4749,1,,,
555,,,41.6031,103.7746,290.1096,1,,,
556,,,41.4941,105.0139,289.7618,1,,,
557,,,41.3944,106.1413,289.4083,1,,,
558,,,41.2725,107.1327,289.0666,1,,,
559,,,41.1788,108.3522,288.6611,1,,,
560,,,41.0384,109.4779,288.236,1,,,
561,,,40.9302,110.4998,287.8458,1,,,
562,,,40.8175,111.5567,287.416,1,,,
563,,,40.7045,112.482,286.9694,1,,,
564,,,40.5934,113.3933,286.548,1,,,
565,,,40.5,114.3363,286.1325,1,,,
566,,,40.3739,115.2851,285.7884,1,,,
567,,,40.3073,116.3138,285.4503,1,,,
568,,,40.2419,117.5278,285.1996,1,,,
569,,,40.1553,118.6067,285.0703,1,,,
570,,,40.1143,119.7743,285.0628,1,,,
