x,y,z,yaw,velocity,change_flag
95.2696,-102.6577,13.6718,1.6165,0,0
95.2572,-101.6021,13.6907,1.6147,3.7982,0
95.2517,-100.5440,13.7156,1.6076,6.6080,0
95.2673,-99.4827,13.7209,1.5929,8.3816,0
95.3022,-98.4084,13.7342,1.5765,10.2078,0
95.3378,-97.1572,13.7590,1.5577,11.9004,0
95.3999,-96.0967,13.7819,1.5423,13.0608,0
95.4678,-94.9583,13.7978,1.5341,13.9007,0
95.5474,-93.7188,13.8340,1.5346,15.1295,0
95.6329,-92.3881,13.8734,1.5378,15.9802,0
95.7339,-90.9974,13.8827,1.5422,17.1222,0
95.8230,-89.5581,13.8988,1.5489,17.1957,0
95.9165,-88.0578,13.9547,1.5566,18.2160,0
95.9621,-87.0263,13.9670,1.5612,18.5638,0
95.9977,-85.9621,13.9916,1.5676,19.2003,0
96.0379,-84.8784,14.0024,1.5727,19.3249,0
96.0975,-83.7857,13.9856,1.5784,19.4264,0
96.1398,-82.6838,14.0104,1.5836,19.7750,0
96.1494,-81.5860,14.0538,1.5887,19.5303,0
96.1875,-80.5122,14.0513,1.5928,18.9926,0
96.2232,-79.4251,14.0493,1.5963,19.5049,0
96.2407,-78.3396,14.0768,1.5987,19.3192,0
96.2468,-77.2534,14.1041,1.6021,19.4999,0
96.2623,-76.1603,14.0992,1.6052,19.5744,0
96.2674,-75.0844,14.0959,1.6089,18.9166,0
96.2854,-74.0294,14.1164,1.6120,18.8740,0
96.2751,-72.9648,14.1379,1.6154,18.9536,0
96.2776,-71.9075,14.1329,1.6181,18.6974,0
96.2807,-70.8644,14.1265,1.6209,18.6043,0
96.2735,-69.8055,14.1369,1.6224,18.8093,0
96.2512,-68.7567,14.1437,1.6229,18.6915,0
96.2525,-67.7187,14.1416,1.6251,18.5615,0
96.2473,-66.6752,14.1242,1.6273,18.5398,0
96.2383,-65.6304,14.1212,1.6290,18.5655,0
96.2121,-64.5911,14.1182,1.6303,18.6868,0
96.1885,-63.5295,14.1186,1.6320,18.8320,0
96.1603,-62.4983,14.1236,1.6315,18.3815,0
96.1393,-61.4610,14.1064,1.6293,18.5904,0
96.1320,-60.4415,14.0938,1.6264,18.2347,0
96.1127,-59.4208,14.1027,1.6232,18.2474,0
96.0968,-57.9642,14.0979,1.6194,16.5394,0
96.0908,-56.5755,14.0947,1.6151,16.6274,0
96.0824,-55.2246,14.0935,1.6083,15.6096,0
96.0900,-53.9663,14.0742,1.6031,15.0926,0
96.1063,-52.6695,14.0848,1.5978,15.2387,0
96.1193,-51.4169,14.0739,1.5988,14.9813,0
96.1231,-50.1451,14.0511,1.6028,15.2452,0
