x,y,z,yaw,velocity,change_flag
60.3779,-13.1568,9.1499,-0.1409,0,0
61.3840,-13.3367,9.2946,-0.1817,6.2639,0
62.5628,-13.6129,9.4737,-0.2300,8.3756,0
63.7694,-13.9790,9.6604,-0.2895,9.5674,0
64.8200,-14.3730,9.8139,-0.3435,10.4772,0
65.9376,-14.8585,9.9887,-0.4021,10.9366,0
67.0717,-15.4659,10.1543,-0.4655,12.1359,0
67.9371,-15.9894,10.2663,-0.5130,12.0607,0
69.0266,-16.7131,10.4183,-0.5771,12.0451,0
69.8546,-17.3284,10.5444,-0.6273,12.4364,0
70.6428,-18.0369,10.6420,-0.6782,12.9448,0
71.4480,-18.8480,10.7415,-0.7329,13.7740,0
72.2046,-19.6826,10.8355,-0.7859,13.5355,0
72.9785,-20.5661,10.9192,-0.8387,13.9776,0
73.6907,-21.5315,11.0135,-0.8938,14.6132,0
74.3940,-22.5539,11.0816,-0.9480,15.0856,0
75.0508,-23.6540,11.1477,-1.0035,15.2287,0
75.6486,-24.8028,11.2128,-1.0554,15.5554,0
76.2258,-26.0042,11.2689,-1.1070,16.1184,0
76.7453,-27.2760,11.2953,-1.1581,16.5430,0
77.2218,-28.5952,11.3183,-1.2063,16.7297,0
77.6336,-29.9945,11.3582,-1.2496,17.4402,0
78.0009,-31.4183,11.3644,-1.2905,17.5334,0
78.2321,-32.3980,11.3513,-1.3116,18.1238,0
78.4507,-33.4032,11.3737,-1.3296,18.5296,0
78.6526,-34.4253,11.4017,-1.3448,18.3838,0
78.8207,-35.4582,11.4330,-1.3593,18.6791,0
78.9863,-36.4865,11.4557,-1.3726,18.7317,0
79.1238,-37.5645,11.4033,-1.3846,19.6539,0
79.2429,-38.6564,11.3993,-1.3956,19.5462,0
79.4258,-39.7224,11.4127,-1.4058,19.2270,0
79.5428,-40.7922,11.4010,-1.4155,19.2420,0
79.6112,-41.9166,11.3448,-1.4229,20.1560,0
79.7076,-43.0160,11.3470,-1.4293,19.6207,0
79.8274,-44.1001,11.3542,-1.4365,19.4786,0
79.9115,-45.2082,11.3296,-1.4423,19.9482,0
79.9883,-46.3351,11.3029,-1.4469,20.3144,0
80.0880,-47.4859,11.2930,-1.4521,20.5195,0
80.1521,-48.6510,11.2876,-1.4566,20.6686,0
80.2314,-49.8427,11.2611,-1.4625,21.5969,0
80.2830,-51.0602,11.2272,-1.4647,21.7230,0
80.3495,-52.2506,11.2095,-1.4661,21.1388,0
80.4008,-53.4644,11.1987,-1.4676,21.8944,0
80.4428,-54.7376,11.1815,-1.4678,23.0599,0
80.5148,-56.0069,11.1791,-1.4674,22.7036,0
80.5823,-57.2517,11.1501,-1.4675,22.2859,0
80.6552,-58.5039,11.1247,-1.4670,22.3369,0
80.7225,-59.7876,11.0968,-1.4677,23.1290,0
80.7757,-61.0851,11.0949,-1.4703,23.1688,0
80.8535,-62.3572,11.0824,-1.4733,22.7064,0
80.9121,-63.6191,11.0690,-1.4763,22.6338,0
80.9515,-64.8921,11.0518,-1.4780,22.4113,0
81.0233,-66.1589,11.0407,-1.4808,22.8999,0
81.0727,-67.4407,11.0457,-1.4837,23.1407,0
81.1224,-68.7279,11.0245,-1.4863,22.7518,0
81.1557,-69.9591,10.9898,-1.4870,21.8352,0
81.2015,-71.1820,10.9926,-1.4871,22.1146,0
81.2502,-72.4563,11.0030,-1.4875,22.8682,0
81.2779,-73.7263,10.9631,-1.4867,22.7862,0
81.3248,-74.9958,10.9676,-1.4860,22.7152,0
81.3612,-76.2375,10.9488,-1.4853,22.2646,0
81.4095,-77.4871,10.9276,-1.4835,22.1569,0
81.4687,-78.7548,10.9118,-1.4822,22.7882,0
81.5312,-80.0089,10.9136,-1.4811,22.3122,0
81.5728,-81.2567,10.9100,-1.4810,22.2053,0
81.6173,-82.5302,10.9077,-1.4828,22.7510,0
81.6772,-83.8234,10.8980,-1.4851,23.2525,0
81.7147,-85.1302,10.9077,-1.4862,23.4655,0
81.7541,-86.4506,10.9087,-1.4876,23.4702,0
81.8036,-87.7529,10.8753,-1.4888,23.3359,0
81.8366,-89.0793,10.8577,-1.4889,23.7647,0
81.8708,-90.4115,10.8835,-1.4906,23.7884,0
81.9099,-91.7380,10.8732,-1.4919,23.6650,0
81.9532,-93.0835,10.8689,-1.4929,24.1737,0
81.9883,-94.4590,10.8674,-1.4939,24.6213,0
82.0207,-95.8321,10.8437,-1.4946,24.3141,0
82.0468,-97.1871,10.8597,-1.4951,24.2747,0
82.0836,-98.5760,10.8598,-1.4954,24.9650,0
82.1194,-99.9640,10.8389,-1.4956,24.6989,0
82.1584,-101.3377,10.8420,-1.4965,24.6424,0
82.1878,-102.7357,10.8408,-1.4972,25.0196,0
82.2180,-104.1331,10.8517,-1.4974,24.8557,0
82.2429,-105.5258,10.8400,-1.4974,24.8990,0
82.2667,-106.9316,10.8416,-1.4974,25.1366,0
82.3102,-108.3420,10.8340,-1.4975,25.1640,0
82.3396,-109.7633,10.8248,-1.4973,25.4309,0
82.3651,-111.1867,10.8330,-1.4975,25.4706,0
82.4044,-112.6279,10.8221,-1.4976,26.0268,0
