x,y,z,yaw,velocity,change_flag
60.1480,-114.3579,14.4176,1.6105,0,0
60.1218,-113.2413,14.3842,1.6508,4.3553,0
60.0767,-112.2073,14.3605,1.6557,4.7826,0
60.0241,-111.1286,14.3234,1.6498,3.9965,0
59.9995,-110.0981,14.2949,1.6410,2.3060,0
60.0040,-108.9944,14.2735,1.5833,5.5645,0
60.0826,-107.8737,14.2448,1.5107,7.3514,0
60.2341,-106.7069,14.2062,1.4281,8.8682,0
60.4524,-105.6988,14.1606,1.3466,9.6089,0
60.7483,-104.6417,14.1522,1.2506,9.9337,0
61.1828,-103.5992,14.1793,1.1436,10.3071,0
61.7694,-102.5550,14.2201,1.0304,10.9953,0
62.4792,-101.4712,14.2691,0.9113,11.6353,0
63.1240,-100.6570,14.3399,0.8160,12.5442,0
63.8522,-99.9671,14.4268,0.7216,12.5700,0
64.7671,-99.2411,14.5302,0.6268,14.2678,0
65.7647,-98.6125,14.6443,0.5321,14.2996,0
66.8918,-98.0692,14.8033,0.4470,15.1605,0
68.1184,-97.5383,14.9716,0.3752,16.4144,0
69.4393,-97.0945,15.1597,0.3136,17.0943,0
70.8681,-96.7378,15.3821,0.2590,17.7825,0
72.3574,-96.4403,15.6643,0.2176,18.9509,0
73.3734,-96.2715,15.8338,0.2018,18.3497,0
74.8625,-96.0481,16.1093,0.1935,18.4189,0
75.8916,-95.9117,16.2836,0.1915,18.8641,0
76.8984,-95.7725,16.4563,0.1932,18.3484,0
78.3427,-95.5373,16.7087,0.1955,17.3745,0
79.7291,-95.3232,16.9569,0.1995,16.8509,0
81.0551,-95.1103,17.1804,0.2027,16.0830,0
82.3137,-94.8855,17.4005,0.2052,15.1556,0
83.5011,-94.6887,17.6088,0.2087,14.3313,0
84.6359,-94.4986,17.7929,0.2115,13.5948,0
85.6583,-94.3251,17.9652,0.2140,12.1207,0
86.8005,-94.1306,18.1621,0.2176,9.7231,0
87.8959,-93.9352,18.3210,0.2205,6.5205,0
88.9315,-93.7496,18.5000,0.2224,3.7798,0
90.0159,-93.5580,18.6839,0.2285,4.8070,0
91.0479,-93.3481,18.8426,0.2472,7.3079,0
92.1327,-93.0948,19.0163,0.2800,8.7337,0
93.1830,-92.8138,19.1587,0.3228,10.2377,0
94.2975,-92.4516,19.3367,0.3789,10.6277,0
95.4885,-92.0142,19.5235,0.4436,11.9679,0
96.4172,-91.5946,19.6464,0.4999,12.4292,0
97.3649,-91.1184,19.7793,0.5594,12.9178,0
98.3041,-90.5659,19.9004,0.6227,12.8465,0
99.2036,-89.9495,20.0246,0.6876,13.3029,0
100.1065,-89.2570,20.1242,0.7546,13.6923,0
100.9349,-88.5029,20.2085,0.8232,13.3591,0
101.7223,-87.6828,20.2752,0.8917,13.6726,0
102.4586,-86.8273,20.3336,0.9614,13.3631,0
103.1192,-85.8956,20.3882,1.0328,13.6539,0
103.7035,-84.9700,20.4236,1.1026,12.8465,0
104.2301,-83.9995,20.4114,1.1743,13.1557,0
104.6623,-82.9890,20.4441,1.2454,13.0672,0
105.0442,-81.9640,20.4073,1.3164,12.9790,0
105.3545,-80.8976,20.3775,1.3893,13.4482,0
105.5806,-79.7849,20.3414,1.4630,13.4432,0
105.7111,-78.6611,20.2997,1.5382,13.5266,0
105.7788,-77.5193,20.2455,1.6144,13.8190,0
105.7449,-76.3319,20.1511,1.6911,14.4139,0
105.6032,-75.1483,20.0532,1.7673,14.3347,0
105.3335,-73.9396,19.9313,1.8346,15.1663,0
104.9878,-72.7023,19.7989,1.8846,15.4418,0
104.5941,-71.4868,19.6619,1.9178,15.3705,0
104.1714,-70.2575,19.5133,1.9450,15.6365,0
103.7044,-69.0335,19.3593,1.9613,15.6694,0
103.2580,-67.7789,19.2275,1.9722,16.2425,0
102.7497,-66.5245,19.0495,1.9827,16.2152,0
102.2438,-65.3004,18.8997,1.9954,16.0721,0
101.7424,-64.0291,18.7428,2.0084,16.5440,0
101.1811,-62.7450,18.5719,2.0190,16.7742,0
100.6049,-61.4760,18.4275,2.0275,16.7373,0
100.0165,-60.2113,18.2623,2.0354,16.5680,0
99.4603,-58.9730,18.1007,2.0435,16.4148,0
98.8474,-57.6825,17.9341,2.0525,17.0099,0
98.2580,-56.4234,17.7602,2.0604,16.6840,0
97.6140,-55.1416,17.5661,2.0710,17.3823,0
96.9561,-53.8414,17.3818,2.0854,17.6430,0
96.2768,-52.5318,17.2021,2.1033,17.6905,0
95.7894,-51.6480,17.0781,2.1166,18.3227,0
95.2848,-50.7700,16.9400,2.1294,18.1913,0
94.7877,-49.8972,16.8169,2.1421,17.9765,0
94.2869,-49.0257,16.6926,2.1552,18.1440,0
93.7510,-48.1453,16.5580,2.1689,18.4769,0
93.1970,-47.2839,16.4267,2.1824,18.3795,0
92.6395,-46.4057,16.2847,2.1938,18.6444,0
92.0730,-45.5381,16.1461,2.2007,18.6669,0
91.4956,-44.6565,16.0096,2.2040,19.0145,0
90.8793,-43.7658,15.8816,2.2056,19.5103,0
90.2728,-42.8663,15.7362,2.2068,19.5408,0
89.6819,-41.9923,15.5934,2.2068,18.8119,0
89.0903,-41.1117,15.4493,2.2067,19.2446,0
88.5049,-40.2318,15.3083,2.2081,18.9725,0
87.9148,-39.3621,15.1590,2.2111,19.0668,0
87.3128,-38.4810,15.0165,2.2161,19.4442,0
86.7054,-37.5929,14.8938,2.2200,19.4018,0
86.1157,-36.7284,14.7554,2.2238,18.7725,0
85.5075,-35.8527,14.6031,2.2296,19.3294,0
84.9001,-35.0074,14.4782,2.2350,18.6887,0
84.2954,-34.1682,14.3268,2.2400,18.6242,0
83.6920,-33.3417,14.1735,2.2452,18.2757,0
82.8337,-32.1537,13.9638,2.2518,17.5471,0
81.9567,-30.9906,13.7882,2.2573,17.3667,0
81.1143,-29.8601,13.5873,2.2645,17.1284,0
80.2526,-28.6989,13.4137,2.2745,17.5254,0
79.3561,-27.5669,13.2149,2.2893,17.3219,0
78.4494,-26.4379,13.0198,2.3039,17.5283,0
77.5292,-25.3299,12.8191,2.3171,17.3436,0
76.5946,-24.2531,12.6453,2.3267,17.0141,0
