x,y,z,yaw,velocity,change_flag
131.1936,-3.7316,22.3327,-0.0663,0,0
132.2354,-3.8548,22.5085,-0.0812,3.3232,0
133.2584,-3.9903,22.6889,-0.0638,3.7953,0
134.3529,-4.0826,22.9021,-0.0224,3.5913,0
135.3823,-4.1307,23.0701,0.0232,2.9492,0
136.3947,-4.1419,23.2489,0.0749,2.4213,0
137.4074,-4.0881,23.4020,0.1332,2.3703,0
138.4143,-3.9809,23.5649,0.2060,0.6128,0
139.3904,-3.7269,23.7098,0.3134,4.8483,0
140.4455,-3.3824,23.8877,0.4302,6.3262,0
141.5209,-2.9146,24.0539,0.5117,7.2505,0
142.5148,-2.4217,24.2057,0.5356,8.6061,0
143.5959,-1.8371,24.3604,0.5174,9.2022,0
144.5590,-1.3634,24.4981,0.4738,9.7141,0
145.5652,-0.9328,24.6439,0.4148,10.2430,0
146.5872,-0.5578,24.7966,0.3508,9.7133,0
147.6482,-0.2343,24.9756,0.2815,10.0813,0
148.7136,0.0063,25.1470,0.2191,10.0432,0
149.7571,0.1626,25.2898,0.1711,9.2309,0
150.7709,0.2569,25.4102,0.1346,8.6913,0
151.7898,0.3265,25.5542,0.1021,6.7742,0
152.8464,0.3533,25.7306,0.0721,2.7148,0
153.8474,0.3489,25.8717,0.0424,2.7680,0
154.9297,0.3011,26.0350,0.0028,5.5264,0
155.9492,0.2320,26.1882,-0.0446,6.3453,0
157.1089,0.0899,26.3866,-0.1120,7.1602,0
158.1278,-0.0863,26.5284,-0.1848,7.5176,0
159.1296,-0.3771,26.7128,-0.2743,7.8519,0
160.2003,-0.7737,26.8783,-0.3727,8.5784,0
161.3036,-1.2615,27.0638,-0.4826,9.1307,0
162.1752,-1.8315,27.1559,-0.5787,9.2012,0
163.0647,-2.5186,27.2559,-0.6805,10.8500,0
163.9138,-3.3334,27.3843,-0.7865,9.5701,0
164.6615,-4.1977,27.4311,-0.8973,10.9158,0
165.3079,-4.9706,27.5310,-0.9882,13.0026,0
165.8723,-5.9141,27.6517,-1.0735,12.1875,0
166.2603,-6.9898,27.7013,-1.1671,11.4856,0
166.6184,-7.9495,27.7655,-1.2340,12.0069,0
166.9169,-9.1975,27.8298,-1.3111,11.4302,0
167.1060,-10.2003,27.8914,-1.3638,12.1475,0
167.2068,-11.2213,27.9372,-1.4067,12.1601,0
167.2970,-12.2538,27.9675,-1.4430,12.2494,0
167.3439,-13.2924,27.9874,-1.4755,12.4875,0
167.3803,-14.3317,28.0290,-1.4992,12.2188,0
167.3899,-15.3701,28.0912,-1.5123,12.4239,0
167.3958,-16.4412,28.0876,-1.5189,12.6630,0
167.3868,-17.5193,28.1096,-1.5249,12.8481,0
167.3728,-18.5871,28.1257,-1.5235,12.7159,0
167.3595,-19.6540,28.1367,-1.5226,12.5081,0
167.3489,-20.6641,28.1572,-1.5217,11.9548,0
167.3557,-21.8789,28.1773,-1.5201,10.3724,0
167.3520,-22.9237,28.2299,-1.5185,8.8992,0
167.3438,-24.0412,28.2700,-1.5162,7.2144,0
167.3354,-25.1986,28.3078,-1.5131,6.8233,0
167.3389,-26.2632,28.3284,-1.5141,5.9170,0
167.3346,-27.3274,28.3591,-1.5145,3.8284,0
167.3439,-28.3285,28.3734,-1.5162,1.2707,0
167.3435,-29.3589,28.4025,-1.5209,1.9155,0
167.3327,-30.4078,28.4211,-1.5271,3.2659,0
167.3072,-31.4920,28.4470,-1.5359,3.7924,0
167.2914,-32.5796,28.4638,-1.5339,6.1517,0
167.2761,-33.6432,28.4897,-1.5300,8.5488,0
167.2595,-34.7039,28.5416,-1.5260,9.8823,0
167.2434,-35.8777,28.5562,-1.5209,11.2806,0
167.2261,-36.9371,28.5708,-1.5194,12.9364,0
167.2206,-37.9914,28.6049,-1.5160,12.2559,0
167.2189,-39.0571,28.6399,-1.5144,12.8501,0
167.2294,-40.1561,28.6831,-1.5113,13.3333,0
167.2473,-41.3129,28.7316,-1.5105,14.4038,0
167.2552,-42.5594,28.7683,-1.5096,14.9771,0
167.2645,-43.8076,28.8208,-1.5085,14.8573,0
167.2579,-45.1318,28.8565,-1.5079,16.2374,0
167.2340,-46.5085,28.9328,-1.5083,16.0906,0
167.2489,-47.8824,28.9480,-1.5098,16.5239,0
167.2454,-49.2882,28.9909,-1.5104,16.4366,0
167.2463,-50.6548,29.0506,-1.5099,16.5050,0
167.2578,-52.0861,29.1023,-1.5102,16.9977,0
167.2573,-53.4820,29.1298,-1.5097,16.5255,0
167.2870,-54.8854,29.1960,-1.5090,16.8550,0
167.2904,-56.2949,29.2057,-1.5100,16.5125,0
167.3136,-57.6719,29.2529,-1.5090,16.4483,0
167.3310,-59.0752,29.3089,-1.5086,16.8544,0
167.3276,-60.4613,29.3563,-1.5097,16.4909,0
167.2849,-61.8504,29.4409,-1.5108,17.1637,0
167.3020,-63.2072,29.4802,-1.5108,16.0276,0
167.3344,-64.5709,29.5500,-1.5102,16.5898,0
167.3085,-65.9250,29.5962,-1.5102,15.9111,0
167.2944,-67.2496,29.6790,-1.5078,15.4273,0
167.3252,-68.6142,29.7556,-1.5033,16.2735,0
167.3453,-69.8883,29.7755,-1.4924,15.4924,0
167.3680,-71.1431,29.8971,-1.4759,15.0111,0
167.4353,-72.3537,29.9550,-1.4514,14.2006,0
167.5211,-73.5125,29.9420,-1.4176,13.4093,0
167.6331,-74.5187,30.0096,-1.3701,11.6138,0
167.8004,-75.6087,30.0586,-1.3114,13.2374,0
168.0390,-76.6436,30.2027,-1.2422,12.9158,0
168.4825,-77.9190,30.3073,-1.1467,12.6647,0
168.8800,-78.8597,30.2856,-1.0714,11.6693,0
169.5365,-79.9819,30.3459,-0.9701,12.0099,0
170.2068,-81.0919,30.5351,-0.8676,12.4634,0
171.0723,-82.0742,30.6622,-0.7628,11.1556,0
171.9280,-83.0328,30.8878,-0.6614,11.5167,0
172.8149,-83.4957,31.1657,-0.5724,8.7694,0
173.8876,-84.0832,30.9939,-0.4717,11.3489,0
174.4924,-85.0051,31.3681,-0.4104,8.5073,0
175.5265,-85.1964,31.7499,-0.3180,5.3890,0
176.4149,-85.7203,31.7522,-0.2567,2.5048,0
