PID,B,L,H,Bx,Ly,ReF,MCODE1,MCODE2,MCODE
201,,,12.6836,-257.5034,97.9362,1,,,
202,,,12.7968,-256.9886,99.1873,1,,,
203,,,12.9106,-256.3563,100.4063,1,,,
204,,,13.0041,-255.5563,101.4979,1,,,
205,,,13.0972,-254.6109,102.4984,1,,,
206,,,13.1945,-253.5776,103.3597,1,,,
207,,,13.2808,-252.4933,104.0903,1,,,
208,,,13.3322,-251.2712,104.6476,1,,,
209,,,13.4242,-250.0736,105.0916,1,,,
210,,,13.4808,-248.7973,105.4178,1,,,
211,,,13.5286,-247.4189,105.575,1,,,
212,,,13.5681,-246.0477,105.6269,1,,,
213,,,13.6128,-244.6151,105.5515,1,,,
214,,,13.5853,-243.1352,105.3284,1,,,
215,,,13.5711,-242.1031,105.1095,1,,,
216,,,13.564,-241.0664,104.8754,1,,,
217,,,13.5524,-240.0688,104.5903,1,,,
218,,,13.5682,-239.0677,104.2829,1,,,
219,,,13.552,-238.024,103.9532,1,,,
220,,,13.5483,-236.9715,103.6158,1,,,
221,,,13.5318,-235.9133,103.2824,1,,,
222,,,13.4876,-234.8465,102.9445,1,,,
223,,,13.4857,-233.7422,102.5984,1,,,
224,,,13.4783,-232.6439,102.2735,1,,,
225,,,13.4605,-231.5234,101.9563,1,,,
226,,,13.4704,-230.3765,101.6412,1,,,
227,,,13.4539,-229.2117,101.342,1,,,
228,,,13.45,-228.0283,101.0593,1,,,
229,,,13.4539,-226.8289,100.7852,1,,,
230,,,13.4467,-225.6278,100.5321,1,,,
231,,,13.4214,-224.4157,100.2929,1,,,
232,,,13.4364,-223.1821,100.0522,1,,,
233,,,13.4261,-221.9328,99.8173,1,,,
234,,,13.4071,-220.6931,99.5996,1,,,
235,,,13.4167,-219.4341,99.3997,1,,,
236,,,13.42,-218.159,99.2009,1,,,
237,,,13.4054,-216.9155,99.0172,1,,,
238,,,13.4141,-215.6529,98.8518,1,,,
239,,,13.4047,-214.3871,98.7026,1,,,
240,,,13.4106,-213.1226,98.5695,1,,,
241,,,13.4353,-211.8658,98.4311,1,,,
242,,,13.4701,-210.5961,98.3303,1,,,
243,,,13.4717,-209.3281,98.2562,1,,,
244,,,13.4646,-208.0487,98.1756,1,,,
245,,,13.4686,-206.7623,98.1088,1,,,
246,,,13.5649,-205.4704,98.0572,1,,,
247,,,13.4899,-204.1763,98.0093,1,,,
248,,,13.519,-202.8795,97.9718,1,,,
249,,,13.5715,-201.5868,97.9363,1,,,
250,,,13.5862,-200.2768,97.9017,1,,,
251,,,13.5804,-198.9505,97.8738,1,,,
252,,,13.6221,-197.6443,97.8546,1,,,
253,,,13.6557,-196.3402,97.8369,1,,,
254,,,13.6858,-195.0252,97.8097,1,,,
255,,,13.7205,-193.7243,97.7898,1,,,
256,,,13.7423,-192.4223,97.7583,1,,,
257,,,13.7613,-191.1281,97.7227,1,,,
258,,,13.7755,-189.8719,97.6922,1,,,
259,,,13.8111,-188.5824,97.6568,1,,,
260,,,13.825,-187.2703,97.6276,1,,,
261,,,13.8162,-185.9662,97.5778,1,,,
262,,,13.8214,-184.6216,97.5254,1,,,
263,,,13.8014,-183.2402,97.4661,1,,,
264,,,13.8082,-181.8713,97.405,1,,,
265,,,13.7951,-180.5134,97.345,1,,,
266,,,13.8043,-179.1394,97.2728,1,,,
267,,,13.7981,-177.7457,97.1912,1,,,
268,,,13.796,-176.3384,97.1159,1,,,
269,,,13.8054,-174.9275,97.0368,1,,,
270,,,13.7998,-173.506,96.9542,1,,,
271,,,13.7998,-172.0706,96.8745,1,,,
272,,,13.8085,-170.6212,96.7914,1,,,
273,,,13.7991,-169.1658,96.7226,1,,,
274,,,13.8076,-167.716,96.6523,1,,,
275,,,13.7948,-166.2803,96.5865,1,,,
276,,,13.7793,-164.845,96.5261,1,,,
277,,,13.7946,-163.3744,96.4596,1,,,
278,,,13.7725,-161.8842,96.4039,1,,,
279,,,13.7563,-160.401,96.341,1,,,
280,,,13.7573,-158.9315,96.2986,1,,,
281,,,13.7386,-157.4346,96.2396,1,,,
282,,,13.7447,-155.937,96.1753,1,,,
283,,,13.7307,-154.4506,96.1288,1,,,
284,,,13.7166,-152.9737,96.0836,1,,,
285,,,13.7183,-151.4887,96.024,1,,,
286,,,13.7017,-149.9937,95.9786,1,,,
287,,,13.6814,-148.5116,95.9248,1,,,
288,,,13.6868,-147.0457,95.8776,1,,,
289,,,13.6788,-145.5737,95.8358,1,,,
290,,,13.663,-144.0858,95.7964,1,,,
291,,,13.6512,-142.5951,95.7686,1,,,
292,,,13.6652,-141.1037,95.7333,1,,,
293,,,13.6533,-139.6193,95.7064,1,,,
294,,,13.6427,-138.1308,95.6903,1,,,
295,,,13.6525,-136.655,95.6668,1,,,
296,,,13.6481,-135.1765,95.633,1,,,
297,,,13.6442,-133.6973,95.6044,1,,,
298,,,13.6384,-132.2064,95.5685,1,,,
299,,,13.6467,-130.7312,95.5448,1,,,
300,,,13.632,-129.2373,95.5206,1,,,
301,,,13.631,-127.7579,95.4969,1,,,
302,,,13.6447,-126.2741,95.4568,1,,,
303,,,13.6365,-124.8018,95.4299,1,,,
304,,,13.6387,-123.3479,95.3944,1,,,
305,,,13.6368,-121.8804,95.3607,1,,,
306,,,13.6346,-120.4247,95.3244,1,,,
307,,,13.6315,-118.9884,95.2963,1,,,
308,,,13.6379,-117.5644,95.2644,1,,,
309,,,13.6467,-116.1227,95.2316,1,,,
310,,,13.6278,-114.7074,95.2073,1,,,
311,,,13.6379,-113.284,95.1643,1,,,
312,,,13.6302,-111.8801,95.125,1,,,
313,,,13.6371,-110.4848,95.0825,1,,,
314,,,13.6351,-109.0545,95.0425,1,,,
315,,,13.6517,-107.7662,95.0307,1,,,
316,,,13.6323,-106.3608,94.9953,1,,,
317,,,13.6284,-104.9914,94.9558,1,,,
318,,,13.6188,-103.6446,94.9074,1,,,
319,,,13.6161,-102.2883,94.8926,1,,,
320,,,13.6306,-100.9508,94.8599,1,,,
321,,,13.6396,-99.6223,94.8094,1,,,
322,,,13.6325,-98.3126,94.7791,1,,,
323,,,13.6643,-97.0034,94.733,1,,,
324,,,13.6658,-95.6853,94.6843,1,,,
325,,,13.6648,-94.3741,94.6627,1,,,
326,,,13.6715,-93.088,94.632,1,,,
327,,,13.6872,-91.7964,94.5904,1,,,
328,,,13.712,-90.3771,94.5688,1,,,
329,,,13.7114,-89.2502,94.5395,1,,,
330,,,13.7196,-87.8785,94.5038,1,,,
331,,,13.7107,-86.5355,94.4741,1,,,
332,,,13.7012,-85.3754,94.4146,1,,,
333,,,13.7194,-84.1161,94.3791,1,,,
334,,,13.7315,-82.8932,94.3372,1,,,
335,,,13.7356,-81.6659,94.2965,1,,,
336,,,13.7365,-80.4528,94.2714,1,,,
337,,,13.7304,-79.2493,94.2297,1,,,
338,,,13.757,-78.0423,94.1845,1,,,
339,,,13.7926,-76.8423,94.1463,1,,,
340,,,13.7927,-75.6541,94.1103,1,,,
341,,,13.7761,-74.4709,94.0912,1,,,
342,,,13.7994,-73.2605,94.0573,1,,,
343,,,13.8092,-72.071,94.0161,1,,,
344,,,13.8113,-70.8997,93.9913,1,,,
345,,,13.7932,-69.7291,93.9515,1,,,
346,,,13.7999,-68.5483,93.9282,1,,,
347,,,13.7885,-67.3785,93.8965,1,,,
348,,,13.7845,-66.2141,93.8793,1,,,
349,,,13.782,-65.0606,93.841,1,,,
350,,,13.7901,-63.884,93.7962,1,,,
351,,,13.8001,-62.7163,93.7717,1,,,
352,,,13.7863,-61.5512,93.7511,1,,,
353,,,13.7675,-60.3991,93.7196,1,,,
354,,,13.7554,-59.2697,93.6983,1,,,
355,,,13.7664,-58.1534,93.6697,1,,,
356,,,13.764,-57.0582,93.6312,1,,,
357,,,13.7537,-56.0095,93.6007,1,,,
358,,,13.7295,-54.9877,93.5797,1,,,
359,,,13.7144,-53.5015,93.5353,1,,,
360,,,13.7155,-52.4878,93.5228,1,,,
361,,,13.7027,-51.4852,93.5025,1,,,
362,,,13.694,-50.0312,93.4591,1,,,
363,,,13.6739,-48.6346,93.4206,1,,,
364,,,13.6627,-47.33,93.3927,1,,,
365,,,13.6371,-46.1359,93.3702,1,,,
366,,,13.6313,-45.0744,93.3401,1,,,
367,,,13.6003,-43.8496,93.3221,1,,,
368,,,13.595,-42.8119,93.3045,1,,,
369,,,13.5969,-41.7216,93.295,1,,,
370,,,13.5827,-40.6944,93.2766,1,,,
371,,,13.5726,-39.5778,93.2506,1,,,
372,,,13.5531,-38.5336,93.2443,1,,,
373,,,13.5393,-37.4724,93.2261,1,,,
374,,,13.5487,-36.276,93.1824,1,,,
375,,,13.5135,-34.9867,93.1108,1,,,
376,,,13.5289,-33.9793,93.0127,1,,,
377,,,13.505,-32.9341,92.8709,1,,,
378,,,13.4954,-31.8767,92.695,1,,,
379,,,13.4831,-30.7711,92.4517,1,,,
380,,,13.4544,-29.646,92.1551,1,,,
381,,,13.4311,-28.5374,91.7942,1,,,
382,,,13.3898,-27.391,91.3474,1,,,
383,,,13.3384,-26.2885,90.8351,1,,,
384,,,13.2879,-25.1859,90.2521,1,,,
385,,,13.2294,-24.0789,89.5472,1,,,
386,,,13.1088,-22.9287,88.7369,1,,,
387,,,13.0457,-21.8735,87.9034,1,,,
388,,,12.9464,-20.8649,87.0045,1,,,
389,,,12.8623,-19.8942,86.0872,1,,,
390,,,12.7195,-19.0127,85.1098,1,,,
391,,,12.5997,-18.1704,84.1043,1,,,
392,,,12.4757,-17.3544,83.0589,1,,,
393,,,12.33,-16.5922,81.9725,1,,,
394,,,12.1878,-15.8536,80.8727,1,,,
395,,,12.033,-15.1644,79.7198,1,,,
396,,,11.8718,-14.5391,78.5513,1,,,
397,,,11.7057,-13.9331,77.3585,1,,,
398,,,11.5489,-13.3565,76.1485,1,,,
399,,,11.3664,-12.8442,74.9156,1,,,
400,,,11.2042,-12.3961,73.6774,1,,,
401,,,11.0458,-11.9707,72.4366,1,,,
402,,,10.8464,-11.5997,71.1649,1,,,
403,,,10.6506,-11.2686,69.9015,1,,,
404,,,10.4657,-10.9442,68.6107,1,,,
405,,,10.2635,-10.5875,67.3558,1,,,
406,,,10.0883,-10.2882,66.1204,1,,,
407,,,9.912,-9.9612,64.912,1,,,
408,,,9.7214,-9.6172,63.7101,1,,,
409,,,9.5139,-9.3106,62.492,1,,,
410,,,9.338,-8.9798,61.255,1,,,
411,,,9.143,-8.6357,60.0374,1,,,
412,,,8.9708,-8.3288,58.7966,1,,,
413,,,8.8174,-7.9802,57.5435,1,,,
414,,,8.6173,-7.6647,56.3504,1,,,
415,,,8.4644,-7.3592,55.1783,1,,,
416,,,8.3191,-7.0389,54.0557,1,,,
417,,,8.1419,-6.768,52.9983,1,,,
418,,,8.0194,-6.4969,51.9837,1,,,
419,,,7.788,-6.1849,50.7169,1,,,
420,,,7.6496,-5.8884,49.5735,1,,,
421,,,7.4624,-5.6173,48.4993,1,,,
422,,,7.314,-5.3949,47.5039,1,,,
423,,,7.1324,-5.1264,46.3217,1,,,
424,,,6.9821,-4.9213,45.3181,1,,,
425,,,6.7831,-4.741,44.1512,1,,,
426,,,6.6111,-4.59,42.9824,1,,,
427,,,6.4212,-4.5098,41.776,1,,,
428,,,6.2404,-4.5439,40.5708,1,,,
429,,,6.0751,-4.6903,39.3734,1,,,
430,,,5.8884,-5.0149,38.2437,1,,,
431,,,5.74,-5.4783,37.2525,1,,,
432,,,5.5933,-6.1202,36.3414,1,,,
433,,,5.4713,-6.8447,35.6416,1,,,
434,,,5.5896,-6.0742,36.3418,1,,,
435,,,5.6933,-5.3307,37.0902,1,,,
436,,,5.8224,-4.5471,37.8217,1,,,
437,,,5.9262,-3.7625,38.4896,1,,,
438,,,6.0017,-2.9082,39.0862,1,,,
439,,,5.9377,-3.8538,38.6087,1,,,
440,,,5.8952,-4.8428,38.316,1,,,
441,,,5.8727,-5.8962,38.2211,1,,,
442,,,5.8622,-6.9837,38.2881,1,,,
443,,,5.8734,-8.0621,38.5578,1,,,
444,,,5.9046,-9.0368,38.9786,1,,,
445,,,5.9711,-9.8836,39.5503,1,,,
446,,,6.066,-10.6892,40.2984,1,,,
447,,,6.1844,-11.3572,41.2453,1,,,
448,,,6.298,-11.8504,42.1217,1,,,
449,,,6.4556,-12.2941,43.1731,1,,,
450,,,6.6139,-12.6146,44.1287,1,,,
451,,,6.7746,-12.9128,45.1578,1,,,
452,,,6.9311,-13.1143,46.2609,1,,,
453,,,7.1316,-13.2906,47.3629,1,,,
454,,,7.2928,-13.3786,48.4598,1,,,
455,,,7.4681,-13.3483,49.4767,1,,,
456,,,7.6698,-13.2307,50.695,1,,,
457,,,7.854,-12.9831,51.8107,1,,,
458,,,8.019,-12.7176,52.889,1,,,
459,,,8.1818,-12.4788,53.9642,1,,,
460,,,8.3622,-12.2725,55.0626,1,,,
461,,,8.5518,-12.1431,56.2813,1,,,
462,,,8.733,-12.1319,57.5146,1,,,
463,,,8.9239,-12.225,58.7176,1,,,
464,,,9.0838,-12.3789,59.7656,1,,,
465,,,9.2411,-12.606,60.8959,1,,,
466,,,9.3973,-12.86,61.9462,1,,,
467,,,9.5485,-13.1285,62.9688,1,,,
468,,,9.7056,-13.4127,63.9751,1,,,
469,,,9.8884,-13.7834,65.1634,1,,,
470,,,10.042,-14.1045,66.1725,1,,,
471,,,10.2023,-14.45,67.2317,1,,,
472,,,10.365,-14.8213,68.3466,1,,,
473,,,10.5428,-15.2229,69.5495,1,,,
474,,,10.7432,-15.6624,70.802,1,,,
475,,,10.9308,-16.1168,72.1105,1,,,
476,,,11.1014,-16.605,73.4926,1,,,
477,,,11.2586,-16.9501,74.437,1,,,
478,,,11.3933,-17.2968,75.4009,1,,,
479,,,11.5211,-17.6383,76.3829,1,,,
480,,,11.6594,-18.0003,77.3651,1,,,
481,,,11.8235,-18.3697,78.3665,1,,,
482,,,11.994,-18.742,79.3682,1,,,
483,,,12.1238,-19.111,80.3903,1,,,
484,,,12.2663,-19.486,81.3936,1,,,
485,,,12.4087,-19.8557,82.4224,1,,,
486,,,12.5348,-20.2189,83.469,1,,,
487,,,12.676,-20.595,84.5166,1,,,
488,,,12.8078,-20.974,85.5407,1,,,
489,,,12.948,-21.3318,86.5673,1,,,
490,,,13.0597,-21.6856,87.6095,1,,,
491,,,13.2012,-22.0304,88.6371,1,,,
492,,,13.3359,-22.371,89.682,1,,,
493,,,13.4484,-22.6856,90.7171,1,,,
494,,,13.6022,-23.0059,91.7504,1,,,
495,,,13.7349,-23.3076,92.8037,1,,,
496,,,13.8589,-23.5894,93.8977,1,,,
497,,,14.0048,-23.8617,95.0263,1,,,
498,,,14.139,-24.1277,96.1421,1,,,
499,,,14.2457,-24.3907,97.2756,1,,,
500,,,14.3861,-24.6307,98.4105,1,,,
501,,,14.5073,-24.847,99.5618,1,,,
502,,,14.6366,-25.0729,100.7339,1,,,
503,,,14.7609,-25.2834,101.9357,1,,,
504,,,14.8875,-25.4656,103.153,1,,,
505,,,14.9946,-25.6337,104.3771,1,,,
506,,,15.1268,-25.7909,105.6062,1,,,
507,,,15.2157,-25.9289,106.8638,1,,,
508,,,15.3678,-26.0489,108.1507,1,,,
509,,,15.4376,-26.1558,109.4615,1,,,
510,,,15.5471,-26.2501,110.7637,1,,,
511,,,15.6549,-26.3317,112.0732,1,,,
512,,,15.7593,-26.41,113.4066,1,,,
513,,,15.8682,-26.4712,114.7636,1,,,
514,,,15.9718,-26.5151,116.1093,1,,,
515,,,16.09,-26.5593,117.4601,1,,,
516,,,16.2065,-26.5827,118.8319,1,,,
517,,,16.3075,-26.6072,120.199,1,,,
518,,,16.4197,-26.6321,121.5727,1,,,
519,,,16.5259,-26.6337,122.9648,1,,,
520,,,16.6285,-26.6173,124.3936,1,,,
521,,,16.7308,-26.6105,125.805,1,,,
522,,,16.8506,-26.5731,127.2514,1,,,
523,,,16.9538,-26.5111,128.7105,1,,,
524,,,17.0568,-26.4421,130.177,1,,,
525,,,17.1632,-26.3558,131.6505,1,,,
526,,,17.2831,-26.2447,133.1114,1,,,
527,,,17.3613,-26.1154,134.5225,1,,,
528,,,17.4652,-25.953,135.9081,1,,,
529,,,17.59,-25.7778,137.2375,1,,,
530,,,17.6544,-25.5819,138.5709,1,,,
531,,,17.736,-25.3726,139.8435,1,,,
532,,,17.8044,-25.1772,141.0781,1,,,
533,,,17.885,-24.9942,142.3138,1,,,
534,,,17.9639,-24.7995,143.5345,1,,,
535,,,18.0215,-24.5951,144.7787,1,,,
536,,,18.086,-24.4183,146.0362,1,,,
537,,,18.1477,-24.2266,147.3321,1,,,
538,,,18.2032,-24.0514,148.6398,1,,,
539,,,18.2666,-23.8964,149.9228,1,,,
540,,,18.306,-23.7674,151.1855,1,,,
541,,,18.3413,-23.6659,152.4129,1,,,
542,,,18.3924,-23.5697,153.5903,1,,,
543,,,18.4212,-23.4826,154.7477,1,,,
544,,,18.4598,-23.4188,155.9181,1,,,
545,,,18.5168,-23.3554,157.0801,1,,,
546,,,18.542,-23.2989,158.2132,1,,,
547,,,18.5815,-23.2472,159.3189,1,,,
548,,,18.616,-23.1958,160.3833,1,,,
549,,,18.6443,-23.1567,161.4554,1,,,
550,,,18.6796,-23.1234,162.5352,1,,,
551,,,18.6977,-23.0931,163.5851,1,,,
552,,,18.7398,-23.0742,164.6085,1,,,
553,,,18.7701,-23.0583,165.6158,1,,,
554,,,18.8209,-23.038,167.0615,1,,,
555,,,18.8581,-23.0306,168.4386,1,,,
556,,,18.8886,-23.0228,169.7554,1,,,
557,,,18.9165,-23.0242,170.97,1,,,
558,,,18.9497,-23.0353,172.128,1,,,
559,,,18.9686,-23.0399,173.19,1,,,
560,,,19.0046,-23.0602,174.454,1,,,
561,,,19.0273,-23.1073,175.5525,1,,,
562,,,19.0641,-23.1767,176.7324,1,,,
563,,,19.0891,-23.2555,177.8786,1,,,
