x,y,z,yaw,velocity,change_flag
275.4461,-0.2728,47.5052,2.7493,0,0
274.4954,0.2340,47.2827,2.7668,4.4683,0
273.5753,0.6523,47.0352,2.7946,6.1940,0
272.5956,1.0765,46.7877,2.8354,7.0812,0
271.6164,1.4258,46.5885,2.8734,7.9443,0
270.5183,1.7707,46.3325,2.9160,8.5884,0
269.4685,2.0553,46.1277,2.9537,10.1474,0
268.4042,2.2884,45.8561,2.9915,10.3017,0
267.2429,2.4910,45.5719,3.0262,11.2183,0
266.0467,2.7037,45.3415,3.0535,10.8396,0
264.7963,2.8430,45.0623,3.0634,11.4986,0
263.5210,3.0040,44.7497,3.0600,11.6794,0
262.2616,3.1690,44.4954,3.0412,11.6202,0
261.0449,3.3844,44.2065,3.0104,11.0798,0
259.8686,3.6412,43.9544,2.9701,10.7168,0
258.7315,3.9491,43.7127,2.9263,11.2033,0
257.6473,4.2968,43.4830,2.8805,9.8280,0
256.5591,4.6754,43.2179,2.8295,10.4444,0
255.5035,5.0821,42.9669,2.7780,10.3895,0
254.4804,5.5933,42.7055,2.7281,10.6674,0
253.4845,6.1175,42.4376,2.6816,10.0402,0
252.5460,6.6528,42.1848,2.6369,9.6368,0
251.5560,7.2876,41.9106,2.5942,7.6729,0
250.6859,7.9076,41.6637,2.5572,5.3765,0
249.8433,8.5454,41.4649,2.5254,2.2394,0
249.0073,9.2389,41.2490,2.5217,5.4555,0
248.0936,9.9624,41.0050,2.5326,8.4853,0
247.2607,10.6011,40.8005,2.5485,10.1216,0
246.2769,11.3444,40.5523,2.5774,11.7606,0
245.1534,12.1073,40.2695,2.6223,13.0519,0
244.2271,12.7132,40.0519,2.6697,13.6888,0
243.1991,13.2484,39.8215,2.7239,14.5498,0
242.0925,13.7695,39.6055,2.7833,14.4728,0
240.9615,14.2376,39.3453,2.8448,15.0519,0
239.7455,14.6761,39.0777,2.9091,15.6339,0
238.4911,15.0015,38.8392,2.9773,15.9078,0
237.1784,15.2477,38.5724,3.0503,16.1924,0
235.8679,15.4089,38.3451,3.1247,15.8846,0
234.5330,15.4719,38.0835,-3.0807,15.9749,0
233.1979,15.4297,37.8394,-3.0033,16.3494,0
231.8573,15.2860,37.6188,-2.9232,16.1936,0
230.4984,15.0157,37.3879,-2.8433,16.9560,0
229.1734,14.6747,37.1780,-2.7641,16.4881,0
227.8875,14.1947,36.9484,-2.6837,17.0240,0
226.5457,13.5889,36.7525,-2.6063,17.4740,0
225.2508,12.8938,36.5768,-2.5305,18.1074,0
224.3578,12.3196,36.4187,-2.4843,19.3378,0
223.4657,11.7403,36.2811,-2.4471,19.0793,0
222.6302,11.1430,36.1575,-2.4208,18.1638,0
221.8334,10.5262,36.0563,-2.4025,18.1125,0
221.0008,9.8906,35.9681,-2.3880,18.9502,0
220.1701,9.2156,35.8811,-2.3787,19.2016,0
219.3495,8.5299,35.7776,-2.3740,19.2289,0
218.5031,7.8226,35.6612,-2.3704,19.7741,0
217.6731,7.1123,35.5514,-2.3688,19.4745,0
216.8596,6.4066,35.4730,-2.3685,19.4178,0
216.0414,5.6851,35.3903,-2.3719,19.7434,0
215.1697,4.9636,35.2894,-2.3772,20.2851,0
214.3147,4.2410,35.1829,-2.3842,20.1651,0
213.4510,3.5176,35.0736,-2.3932,20.2748,0
212.5633,2.7948,34.9444,-2.4046,20.6301,0
211.6603,2.0843,34.8382,-2.4178,20.4475,0
210.7763,1.3883,34.7288,-2.4331,20.2683,0
209.8422,0.7031,34.6047,-2.4497,21.0580,0
208.9023,0.0151,34.4945,-2.4658,20.7469,0
207.9623,-0.6373,34.3642,-2.4823,20.4668,0
206.9972,-1.2861,34.2277,-2.5004,20.9631,0
206.0081,-1.9304,34.1013,-2.5208,21.2849,0
204.9675,-2.5757,33.9353,-2.5417,22.1365,0
203.9284,-3.1911,33.7927,-2.5622,21.4886,0
202.8915,-3.7899,33.6485,-2.5836,21.6801,0
201.8063,-4.3571,33.4919,-2.6073,22.1689,0
200.7104,-4.9146,33.3343,-2.6328,22.1194,0
199.5960,-5.4399,33.1604,-2.6584,22.0475,0
198.4552,-5.9657,33.0017,-2.6847,22.6583,0
197.2735,-6.4788,32.8250,-2.7128,23.1495,0
196.0669,-6.9628,32.6492,-2.7401,23.3446,0
194.8449,-7.4194,32.4626,-2.7675,23.5753,0
193.5983,-7.8162,32.2716,-2.7940,23.6041,0
192.3510,-8.1811,32.0753,-2.8194,23.3140,0
191.1082,-8.5204,31.8707,-2.8434,23.3164,0
189.8355,-8.8224,31.6683,-2.8675,23.4929,0
188.5836,-9.0918,31.4673,-2.8900,22.8355,0
187.3155,-9.3355,31.2772,-2.9137,23.5586,0
185.9686,-9.5699,31.0476,-2.9386,25.1287,0
184.6057,-9.7661,30.7968,-2.9621,24.8251,0
183.3001,-9.9245,30.5800,-2.9824,23.4096,0
182.0072,-10.0366,30.3914,-3.0027,23.6219,0
180.6714,-10.1369,30.1201,-3.0202,24.5756,0
179.3359,-10.2168,29.9051,-3.0354,24.1425,0
177.9722,-10.2838,29.6714,-3.0518,24.8854,0
176.5991,-10.3160,29.4252,-3.0681,24.9335,0
175.2298,-10.3355,29.1556,-3.0808,24.6251,0
173.8910,-10.3448,28.9294,-3.0912,24.1222,0
172.5209,-10.3377,28.6957,-3.1030,24.8913,0
171.1357,-10.3124,28.4432,-3.1147,25.0893,0
169.7649,-10.2902,28.2006,-3.1263,24.9361,0
168.3721,-10.2259,27.9695,-3.1384,25.4673,0
166.9996,-10.1380,27.7087,3.1342,24.7767,0
165.6407,-10.0397,27.4382,3.1259,25.0661,0
164.2697,-9.9547,27.2256,3.1195,24.6899,0
162.9062,-9.8375,26.9644,3.1155,25.0210,0
161.5348,-9.7291,26.7274,3.1110,24.8921,0
160.1575,-9.6192,26.4576,3.1072,25.0931,0
158.7833,-9.4906,26.1950,3.1061,25.0868,0
157.4035,-9.3623,25.9480,3.1065,25.2286,0
155.9968,-9.2434,25.6741,3.1069,25.6587,0
154.6095,-9.1197,25.4234,3.1073,25.1956,0
153.2211,-8.9901,25.1808,3.1076,25.4584,0
151.8020,-8.8738,24.9345,3.1078,25.9983,0
150.3798,-8.7497,24.6640,3.1086,25.7159,0
148.9704,-8.6285,24.4024,3.1101,25.5330,0
147.5982,-8.5030,24.1328,3.1114,24.9736,0
146.2294,-8.3624,23.8891,3.1127,25.1079,0
144.8394,-8.2317,23.6554,3.1138,25.4827,0
143.4267,-8.1058,23.3840,3.1142,25.7983,0
141.9962,-7.9944,23.1320,3.1150,25.9723,0
140.6115,-7.8826,22.9011,3.1153,24.8578,0
139.2740,-7.7780,22.6645,3.1142,24.3097,0
137.8973,-7.6636,22.4064,3.1131,25.2081,0
136.5165,-7.5501,22.1370,3.1124,25.1860,0
135.1316,-7.4338,21.8731,3.1119,25.1445,0
133.7740,-7.3170,21.6307,3.1112,24.5984,0
132.3955,-7.1924,21.3915,3.1105,25.2502,0
131.0160,-7.0785,21.1489,3.1101,25.0468,0
129.6333,-6.9401,20.8761,3.1104,25.4367,0
128.2353,-6.8247,20.6224,3.1101,25.2490,0
126.8735,-6.7150,20.3588,3.1096,24.6729,0
125.5261,-6.5872,20.1204,3.1094,24.6065,0
124.1741,-6.4721,19.8650,3.1096,24.4907,0
122.8253,-6.3581,19.6344,3.1096,24.4583,0
121.4863,-6.2305,19.3929,3.1103,24.3726,0
120.1473,-6.1205,19.1540,3.1103,24.4184,0
118.7944,-6.0116,18.8970,3.1095,24.6651,0
117.4624,-5.8997,18.6641,3.1084,24.1412,0
116.1322,-5.7907,18.4378,3.1084,23.9939,0
114.7938,-5.6643,18.2021,3.1097,24.4123,0
