x,y,z,yaw,velocity,change_flag
303.0053,150.5003,41.2265,-2.2990,0,0
302.2786,149.7776,41.1461,-2.2980,4.8579,0
301.5744,149.0660,41.0691,-2.2733,6.7964,0
300.8360,148.2873,41.0145,-2.2436,8.1114,0
300.1596,147.5259,40.9698,-2.2154,9.5065,0
299.4327,146.6442,40.9353,-2.1872,10.4266,0
298.6775,145.6550,40.8768,-2.1793,11.3404,0
297.8391,144.6137,40.8026,-2.1899,12.2977,0
297.1881,143.7971,40.7376,-2.2038,12.4803,0
296.4779,142.9635,40.6994,-2.2195,13.2867,0
295.7779,142.1447,40.6481,-2.2355,12.4604,0
295.0724,141.3521,40.6002,-2.2514,12.3072,0
294.1778,140.4083,40.5258,-2.2675,11.5267,0
293.3450,139.5352,40.4450,-2.2796,10.5606,0
292.5796,138.7433,40.3799,-2.2905,9.6721,0
291.8741,138.0253,40.3007,-2.3002,8.6873,0
291.0992,137.2335,40.2407,-2.3081,7.4851,0
290.2798,136.4341,40.1495,-2.3152,6.2367,0
289.5157,135.6985,40.0774,-2.3164,4.7348,0
288.7263,134.9304,40.0036,-2.3071,5.5834,0
287.9323,134.1216,39.9325,-2.2890,7.8874,0
287.0901,133.2227,39.8546,-2.2582,9.6432,0
286.3372,132.3750,39.7737,-2.2163,10.3114,0
285.5930,131.4138,39.7210,-2.1629,11.2032,0
284.8383,130.3896,39.6551,-2.1094,11.8737,0
284.2793,129.5494,39.6251,-2.0657,12.2196,0
283.7533,128.6167,39.5578,-2.0206,13.1464,0
283.2398,127.6422,39.5102,-1.9596,13.5374,0
282.7604,126.5732,39.4652,-1.8884,14.0267,0
282.3538,125.4691,39.4631,-1.8154,14.0585,0
282.0143,124.3118,39.4663,-1.7409,14.5178,0
281.7472,123.1015,39.4628,-1.6611,14.7805,0
281.5708,121.8669,39.4512,-1.5777,14.7847,0
281.4986,120.5672,39.4797,-1.4947,15.6913,0
281.5131,119.2596,39.5281,-1.4040,15.3356,0
281.7069,117.9548,39.6042,-1.3175,16.0418,0
281.9952,116.6045,39.6616,-1.2432,16.4195,0
282.4204,115.2803,39.7690,-1.1867,16.7703,0
282.9198,113.9390,39.8831,-1.1458,17.2361,0
283.4836,112.6032,40.0304,-1.1213,17.4994,0
283.8782,111.6767,40.1357,-1.1171,18.3501,0
284.3024,110.7449,40.2235,-1.1206,18.2650,0
284.6996,109.7951,40.3258,-1.1327,18.5036,0
285.0791,108.8209,40.4124,-1.1447,18.6291,0
285.4700,107.8338,40.5292,-1.1626,19.1897,0
285.8474,106.8158,40.6184,-1.1818,19.5654,0
286.1871,105.7797,40.7265,-1.2029,19.5330,0
286.5275,104.7405,40.8115,-1.2240,19.5321,0
286.8468,103.6808,40.8950,-1.2467,19.9465,0
287.1306,102.6118,40.9975,-1.2704,19.7154,0
287.3859,101.5641,41.0876,-1.2951,19.3693,0
287.6310,100.4720,41.1632,-1.3228,20.3776,0
287.8372,99.3604,41.2404,-1.3501,20.0309,0
288.0028,98.2789,41.3217,-1.3778,19.4593,0
288.1346,97.1927,41.3894,-1.4046,19.5276,0
