x,y,z,yaw,velocity,change_flag
234.2318,165.1413,29.9002,-1.0501,0,0
234.7534,164.1635,29.9728,-0.9900,4.9395,0
235.2886,163.3158,30.0827,-0.9162,7.0591,0
237.8037,160.0697,30.5523,-0.5698,7.4718,0
239.2011,159.5760,30.9661,-0.4988,18.7700,0
240.3039,158.8673,31.3784,-0.5033,14.0352,0
241.2373,158.1865,31.2458,-0.5178,10.9851,0
242.2366,157.5097,31.3961,-0.5369,10.3536,0
243.2263,156.8340,31.5871,-0.5558,11.0902,0
244.2586,156.0976,31.7771,-0.5791,11.6572,0
248.7841,152.6158,32.5637,-0.7024,11.7979,0
249.4592,151.5973,32.7001,-0.7357,16.0299,0
250.2535,150.8048,32.9163,-0.7484,12.2506,0
250.9725,150.0585,33.0500,-0.7585,12.8584,0
251.7351,149.2436,33.2013,-0.7671,13.5084,0
252.5082,148.4144,33.3777,-0.7736,13.6005,0
253.3048,147.5437,33.5223,-0.7796,14.1989,0
254.1053,146.6662,33.6828,-0.7854,14.3940,0
254.9088,145.7773,33.8415,-0.7847,14.4118,0
258.7229,141.5530,34.7139,-0.7805,14.4724,0
259.5312,140.6620,34.7951,-0.7796,14.2640,0
260.3193,139.7901,34.9984,-0.7793,14.0642,0
261.0862,138.9445,35.1576,-0.7783,13.7918,0
261.8513,138.0866,35.2966,-0.7778,13.7489,0
262.5560,137.3244,35.4512,-0.7770,11.9419,0
263.4173,136.3627,35.6358,-0.7781,11.2732,0
264.1274,135.5687,35.7867,-0.7781,8.6823,0
266.8482,132.4982,36.4529,-0.7819,8.3421,0
267.7885,131.6274,36.6094,-0.7163,16.5701,0
268.5418,130.8032,36.7700,-0.6799,10.6124,0
269.4481,130.0364,36.9494,-0.6189,11.8696,0
270.2588,129.4068,37.1358,-0.5655,12.3036,0
275.7730,125.6965,38.2390,-0.1662,11.9708,0
276.9416,125.3921,38.4253,-0.1068,18.0631,0
278.1129,125.3088,38.7370,-0.0541,22.5531,0
279.2676,125.4008,39.0225,0.0092,20.3746,0
280.5368,125.9430,39.1904,0.1121,15.1139,0
281.3006,126.8719,39.2293,0.2230,8.2509,0
282.3531,126.9307,39.4247,0.2828,16.0972,0
283.5040,127.0910,39.6277,0.3557,13.3300,0
290.2209,129.6635,40.3796,0.7511,14.0605,0
291.1268,130.3202,40.3780,0.8023,14.4118,0
291.8678,131.3567,40.4649,0.8373,15.4865,0
292.7093,132.5308,40.6277,0.8426,19.0467,0
293.3090,133.5008,40.7721,0.8204,18.8430,0
294.0163,134.2817,40.8735,0.8352,11.5230,0
295.0137,135.2390,40.9817,0.8677,16.9553,0
295.8121,136.1427,41.0631,0.8840,14.3441,0
296.6601,137.0993,41.1170,0.9036,15.3711,0
297.4880,138.0575,41.1734,0.9210,14.7965,0
298.2541,138.9935,41.2642,0.9382,14.1959,0
301.1023,142.5633,41.3055,0.9997,13.6906,0
301.5835,143.5948,41.4523,1.0277,10.2015,0
302.1959,144.4984,41.4925,1.0444,8.2592,0
302.7692,145.3996,41.5174,1.0629,7.2974,0
303.3184,146.3478,41.5619,1.0817,6.0378,0
303.8878,147.3453,41.5901,1.0991,6.1852,0
305.0504,149.2590,41.6402,1.1246,6.2382,0
305.4910,150.2877,41.6276,1.1274,6.7874,0
306.0204,151.2772,41.6464,1.1379,6.4798,0
306.4796,152.2138,41.6410,1.1509,5.5685,0
307.7660,154.5133,41.7140,1.1871,4.6953,0
307.1137,153.6107,41.6203,1.1692,9.5826,0
